geo_id,deped_id,school_name,address,adm0,adm1,adm2,longitude,latitude,adm3
LAO-001741,20102002,B. Dankham,,LAO,Vientiane Capital,Sikhottabong,102.526428,17.977839,
LAO-001742,20102003,B. Oupmoung,,LAO,Vientiane Capital,Sikhottabong,102.584119,17.969468,
LAO-001743,20102004,B. Dongnaxok-Tai,,LAO,Vientiane Capital,Sikhottabong,102.574899,17.987969,
LAO-001744,20102005,B. Nongniao,,LAO,Vientiane Capital,Sikhottabong,102.545638,18.007059,
LAO-001745,20102006,B. Phonkham,,LAO,Vientiane Capital,Sikhottabong,102.601219,17.996739,
LAO-001746,20102009,B. Muangva-Thong,,LAO,Vientiane Capital,Sikhottabong,102.563969,17.973629,
LAO-001747,20102010,B. Sithan-Nua,,LAO,Vientiane Capital,Sikhottabong,102.596089,17.966968,
LAO-001748,20102011,B. Thongpong,,LAO,Vientiane Capital,Sikhottabong,102.539598,17.992779,
LAO-001749,20102012,B. Chansavang,,LAO,Vientiane Capital,Sikhottabong,102.524048,18.02043,
LAO-001750,20102013,B. Sithan-Nua,,LAO,Vientiane Capital,Sikhottabong,102.596089,17.966968,
LAO-001751,20102014,B. Muangva-Thong,,LAO,Vientiane Capital,Sikhottabong,102.563969,17.973629,
LAO-001752,20102016,B. Kaoliao,,LAO,Vientiane Capital,Sikhottabong,102.533708,17.977389,
LAO-001753,20102017,B. Thongpong,,LAO,Vientiane Capital,Sikhottabong,102.539598,17.992779,
LAO-001754,20102018,B. Nongbuk-Tai,,LAO,Vientiane Capital,Sikhottabong,102.583229,18.02373,
LAO-001755,20102019,B. Nongbouathong-Nua,,LAO,Vientiane Capital,Sikhottabong,102.598229,17.990229,
LAO-001756,20102020,B. Dankham,,LAO,Vientiane Capital,Sikhottabong,102.526428,17.977839,
LAO-001757,20102021,B. Nongniao,,LAO,Vientiane Capital,Sikhottabong,102.545638,18.007059,
LAO-001758,20102023,B. Xamket,,LAO,Vientiane Capital,Sikhottabong,102.576549,18.02234,
LAO-001759,20102024,B. Nongbouathong-Tai,,LAO,Vientiane Capital,Sikhottabong,102.598941,17.988157,
LAO-001760,20102025,B. Phosi,,LAO,Vientiane Capital,Sikhottabong,102.553508,17.983899,
LAO-001761,20102026,B. Mai,,LAO,Vientiane Capital,Sikhottabong,102.467016,17.977719,
LAO-001762,20102027,B. Nongdouang-Thong,,LAO,Vientiane Capital,Sikhottabong,102.596409,17.978209,
LAO-001763,20102028,B. Nongbuk-Tai,,LAO,Vientiane Capital,Sikhottabong,102.58337,18.02367,
LAO-001764,20102029,B. Nongteng-Nua,,LAO,Vientiane Capital,Sikhottabong,102.53889,18.01813,
LAO-001765,20102030,B. Phosi,,LAO,Vientiane Capital,Sikhottabong,102.55365,17.98384,
LAO-001766,20102031,B. Khounta-Thong,,LAO,Vientiane Capital,Sikhottabong,102.59057,17.96909,
LAO-001767,20103001,B. Nonkho-Tai,,LAO,Vientiane Capital,Xaysetha,102.664141,17.969559,
LAO-001768,20103002,B. Nongsangtho,,LAO,Vientiane Capital,Xaysetha,102.62818,17.981889,
LAO-001769,20103003,B. Nongniang,,LAO,Vientiane Capital,Xaysetha,102.650119,18.00432,
LAO-001770,20103004,B. Nakhoay-Tai,,LAO,Vientiane Capital,Xaysetha,102.702332,17.943538,
LAO-001771,20103005,B. Doung-Gnai,,LAO,Vientiane Capital,Xaysetha,102.70332,17.98346,
LAO-001772,20103006,B. Xok-Noy,,LAO,Vientiane Capital,Xaysetha,102.693492,18.01041,
LAO-001773,20103007,B. Muang-Noy,,LAO,Vientiane Capital,Xaysetha,102.673681,17.943458,
LAO-001774,20103008,B. Thatlouang-Tai,,LAO,Vientiane Capital,Xaysetha,102.63784,17.975329,
LAO-001775,20103009,B. Nongbon,,LAO,Vientiane Capital,Xaysetha,102.63066,17.974599,
LAO-001776,20103010,B. Saphangmo,,LAO,Vientiane Capital,Xaysetha,102.63497,17.961168,
LAO-001777,20103011,B. Saphangmo,,LAO,Vientiane Capital,Xaysetha,102.63497,17.961168,
LAO-001778,20103012,B. Chommani-Tai,,LAO,Vientiane Capital,Xaysetha,102.64016,18.00002,
LAO-001779,20103013,B. Chommani-Nua,,LAO,Vientiane Capital,Xaysetha,102.6281,18.00614,
LAO-001780,20103015,B. Phonkheng,,LAO,Vientiane Capital,Xaysetha,102.63431,17.985359,
LAO-001781,20103016,B. Khamsavat,,LAO,Vientiane Capital,Xaysetha,102.672431,17.963088,
LAO-001782,20103017,B. Nongbon,,LAO,Vientiane Capital,Xaysetha,102.63066,17.974599,
LAO-001783,20103018,B. Nonsanga,,LAO,Vientiane Capital,Xaysetha,102.657971,17.992879,
LAO-001784,20103019,B. Nonsanga,,LAO,Vientiane Capital,Xaysetha,102.657971,17.992879,
LAO-001785,20103020,B. Phonphanao,,LAO,Vientiane Capital,Xaysetha,102.63696,17.991519,
LAO-001786,20103021,B. Vangxay,,LAO,Vientiane Capital,Xaysetha,102.657401,17.987539,
LAO-001787,20103023,B. Phonthan-Tai,,LAO,Vientiane Capital,Xaysetha,102.6412,17.95363,
LAO-001788,20104001,B. Chomphet-Tai,,LAO,Vientiane Capital,Sisattanak,102.62354,17.909207,
LAO-001789,20104002,B. Phanman,,LAO,Vientiane Capital,Sisattanak,102.61623,17.927018,
LAO-001790,20104003,B. Kaognot,,LAO,Vientiane Capital,Sisattanak,102.61507,17.960518,
LAO-001791,20104004,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62542,17.935378,
LAO-001792,20104005,B. Souanmon,,LAO,Vientiane Capital,Sisattanak,102.61846,17.920547,
LAO-001793,20104006,B. Thatkhao,,LAO,Vientiane Capital,Sisattanak,102.6173,17.953268,
LAO-001794,20104009,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-001795,20104010,B. Phonpapao-Tha,,LAO,Vientiane Capital,Sisattanak,102.63384,17.94508,
LAO-001796,20104011,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-001797,20104013,B. Bungkhagnong,,LAO,Vientiane Capital,Sisattanak,102.6206,17.948188,
LAO-001798,20104014,B. Khoknin,,LAO,Vientiane Capital,Sisattanak,102.61879,17.911447,
LAO-001799,20104016,B. Sokpalouang,,LAO,Vientiane Capital,Sisattanak,102.62551,17.944748,
LAO-001800,20104017,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-001801,20104018,B. Saphanthong-Kang,,LAO,Vientiane Capital,Sisattanak,102.63312,17.95403,
LAO-001802,20104019,B. Phapho,,LAO,Vientiane Capital,Sisattanak,102.61799,17.955698,
LAO-001803,20104020,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62542,17.935378,
LAO-001804,20104021,B. Sokpalouang,,LAO,Vientiane Capital,Sisattanak,102.62551,17.944748,
LAO-001805,20104022,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-001806,20104023,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62556,17.93532,
LAO-001807,20105001,B. Ilai-Nua,,LAO,Vientiane Capital,Naxaithong,102.503157,18.143822,
LAO-001808,20105002,B. Nongsa,,LAO,Vientiane Capital,Naxaithong,102.481127,18.269895,
LAO-001809,20105003,B. Nakha,,LAO,Vientiane Capital,Naxaithong,102.498247,18.209664,
LAO-001810,20105005,B. Naxaythong-Tai,,LAO,Vientiane Capital,Naxaithong,102.536278,18.079411,
LAO-001811,20105006,B. Songkhouakangsen,,LAO,Vientiane Capital,Naxaithong,102.501097,18.155403,
LAO-001812,20105007,B. Houaxang,,LAO,Vientiane Capital,Naxaithong,102.514217,18.091171,
LAO-001813,20105008,B. Phangheng,,LAO,Vientiane Capital,Naxaithong,102.547228,18.04911,
LAO-001814,20105009,B. Xaimoungkhoun,,LAO,Vientiane Capital,Naxaithong,102.547788,18.02941,
LAO-001815,20105011,B. Nonggnao,,LAO,Vientiane Capital,Naxaithong,102.587929,18.091671,
LAO-001816,20105012,B. Naxaythong-Tai,,LAO,Vientiane Capital,Naxaithong,102.536278,18.079411,
LAO-001817,20105013,B. Nongkhankhou,,LAO,Vientiane Capital,Naxaithong,102.50755,18.11881,
LAO-001818,20105014,B. Phoxai,,LAO,Vientiane Capital,Naxaithong,102.46602,18.25679,
LAO-001819,20105015,B. Sikeut,,LAO,Vientiane Capital,Naxaithong,102.53869,18.04099,
LAO-001820,20106001,B. Thangon,,LAO,Vientiane Capital,Xaythany,102.62208,18.131542,
LAO-001821,20106002,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-001822,20106003,B. Thongmang,,LAO,Vientiane Capital,Xaythany,102.692951,18.232925,
LAO-001823,20106004,B. Viangkeo,,LAO,Vientiane Capital,Xaythany,102.63032,18.063411,
LAO-001824,20106005,B. Hatkiang,,LAO,Vientiane Capital,Xaythany,102.658221,18.178863,
LAO-001825,20106006,B. Donnoun,,LAO,Vientiane Capital,Xaythany,102.660481,18.04908,
LAO-001826,20106007,B. Houaxiang,,LAO,Vientiane Capital,Xaythany,102.791154,18.02972,
LAO-001827,20106008,B. Nonsa-At,,LAO,Vientiane Capital,Xaythany,102.656061,18.112572,
LAO-001828,20106009,B. Dongbang,,LAO,Vientiane Capital,Xaythany,102.735632,18.124252,
LAO-001829,20106010,B. Nangommai,,LAO,Vientiane Capital,Xaythany,102.819064,18.236275,
LAO-001830,20106011,B. Sivilai,,LAO,Vientiane Capital,Xaythany,102.63355,18.01798,
LAO-001831,20106012,B. Naphok,,LAO,Vientiane Capital,Xaythany,102.764793,18.129712,
LAO-001832,20106013,B. Veunkham,,LAO,Vientiane Capital,Xaythany,102.607849,18.166073,
LAO-001833,20106014,B. Thadindeng-Nua,,LAO,Vientiane Capital,Xaythany,102.772873,18.169333,
LAO-001834,20106015,B. Tanmixai,,LAO,Vientiane Capital,Xaythany,102.62925,18.03433,
LAO-001835,20106016,B. Phailom,,LAO,Vientiane Capital,Xaythany,102.777143,18.063091,
LAO-001836,20106017,B. Donnoun,,LAO,Vientiane Capital,Xaythany,102.660481,18.04908,
LAO-001837,20106018,B. Khoutsambat,,LAO,Vientiane Capital,Xaythany,102.686111,18.254925,
LAO-001838,20106019,B. Sivilai,,LAO,Vientiane Capital,Xaythany,102.63355,18.01798,
LAO-001839,20106020,B. Thadindeng-Tai,,LAO,Vientiane Capital,Xaythany,102.782963,18.167753,
LAO-001840,20106022,B. Somsamai,,LAO,Vientiane Capital,Xaythany,102.821814,18.135603,
LAO-001841,20106023,B. Phakhao,,LAO,Vientiane Capital,Xaythany,102.64333,18.01804,
LAO-001842,20106024,B. Khoksivilai,,LAO,Vientiane Capital,Xaythany,102.748933,18.073441,
LAO-001843,20106025,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-001844,20106027,B. Xangkhou,,LAO,Vientiane Capital,Xaythany,102.64424,18.02735,
LAO-001845,20106028,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-001846,20106029,B. Khoksivilai,,LAO,Vientiane Capital,Xaythany,102.748933,18.073441,
LAO-001847,20106030,B. Houana,,LAO,Vientiane Capital,Xaythany,102.76237,18.27112,
LAO-001848,20106031,B. Tanmixai,,LAO,Vientiane Capital,Xaythany,102.62939,18.03427,
LAO-001849,20106032,B. Na,,LAO,Vientiane Capital,Xaythany,102.63227,18.12782,
LAO-001850,20106033,B. Nonsa-At,,LAO,Vientiane Capital,Xaythany,102.6562,18.11251,
LAO-001851,20107001,B. Hom-Tai,,LAO,Vientiane Capital,Hadxaifong,102.642631,17.832085,
LAO-001852,20107002,B. Sithan-Tai,,LAO,Vientiane Capital,Hadxaifong,102.680871,17.831145,
LAO-001853,20107003,B. Simmano-Nua,,LAO,Vientiane Capital,Hadxaifong,102.841065,17.967799,
LAO-001854,20107004,B. Pava,,LAO,Vientiane Capital,Hadxaifong,102.739743,17.891357,
LAO-001855,20107005,B. Somhong,,LAO,Vientiane Capital,Hadxaifong,102.60911,17.883907,
LAO-001856,20107007,B. Salakham-Nua,,LAO,Vientiane Capital,Hadxaifong,102.648751,17.881186,
LAO-001857,20107010,B. Nongphong,,LAO,Vientiane Capital,Hadxaifong,102.785464,17.962188,
LAO-001858,20107011,B. Thanaleng,,LAO,Vientiane Capital,Hadxaifong,102.723822,17.886657,
LAO-001859,20107013,B. Somvang-Nua,,LAO,Vientiane Capital,Hadxaifong,102.63621,17.901667,
LAO-001860,20107014,B. Chiampang,,LAO,Vientiane Capital,Hadxaifong,102.646771,17.835435,
LAO-001861,20107015,B. Thadua,,LAO,Vientiane Capital,Hadxaifong,102.747703,17.893147,
LAO-001862,20107016,B. Pafang,,LAO,Vientiane Capital,Hadxaifong,102.63449,17.835685,
LAO-001863,20107017,B. Bo-O,,LAO,Vientiane Capital,Hadxaifong,102.61163,17.889887,
LAO-001864,20107018,B. Chiampang,,LAO,Vientiane Capital,Hadxaifong,102.646771,17.835435,
LAO-001865,20107019,B. Nonghai,,LAO,Vientiane Capital,Hadxaifong,102.649816,17.901081,
LAO-001866,20107020,B. Dongphosi,,LAO,Vientiane Capital,Hadxaifong,102.715872,17.891917,
LAO-001867,20107021,B. Nongheo,,LAO,Vientiane Capital,Hadxaifong,102.69029,17.87789,
LAO-001868,20107022,B. Nonghai,,LAO,Vientiane Capital,Hadxaifong,102.649955,17.901024,
LAO-001869,20108001,B. Pakton,,LAO,Vientiane Capital,Sangthong,102.287232,18.091561,
LAO-001870,20108002,B. Thanasa,,LAO,Vientiane Capital,Sangthong,102.160715,18.216631,
LAO-001871,20108003,B. Phialat,,LAO,Vientiane Capital,Sangthong,102.236481,18.217874,
LAO-001872,20108004,school Nathiam,,LAO,Vientiane Capital,Sangthong,102.21656,18.327261,
LAO-001873,20108005,B. Xo,,LAO,Vientiane Capital,Sangthong,102.108098,18.317006,
LAO-001874,20108006,B. Samphanna,,LAO,Vientiane Capital,Sangthong,102.316143,18.05575,
LAO-001875,20108007,B. Vangma,,LAO,Vientiane Capital,Sangthong,102.115703,18.364512,
LAO-001876,20109001,B. Don-Tai,,LAO,Vientiane Capital,Mayparkngum,103.06287,18.01934,
LAO-001877,20109002,B. Dongkalum,,LAO,Vientiane Capital,Mayparkngum,103.022389,18.00039,
LAO-001878,20109004,B. Xiengle-Tha,,LAO,Vientiane Capital,Mayparkngum,102.929377,18.205264,
LAO-001879,20109005,B. Phao,,LAO,Vientiane Capital,Mayparkngum,103.035789,18.128412,
LAO-001880,20109006,B. Naxon,,LAO,Vientiane Capital,Mayparkngum,102.987498,18.079691,
LAO-001881,20109007,B. Nongbouathong,,LAO,Vientiane Capital,Mayparkngum,102.902256,18.065191,
LAO-001882,20109008,B. Nabong,,LAO,Vientiane Capital,Mayparkngum,102.878336,18.176343,
LAO-001883,20109009,B. Somsavat,,LAO,Bolikhamsai,Mayparkngum,103.05521,18.184744,
LAO-001884,20109010,B. Maknao-Dong,,LAO,Vientiane Capital,Mayparkngum,102.958488,18.01736,
LAO-001885,20201001,B. Chommuang,,LAO,Phongsaly,Phongsaly,102.085345,21.694877,
LAO-001886,20201002,B. Mongchao,,LAO,Phongsaly,Phongsaly,102.090623,21.667223,
LAO-001887,20201003,B. Hatsa,,LAO,Phongsaly,Phongsaly,102.197487,21.742921,
LAO-001888,20201004,B. Ngay-Tai,,LAO,Phongsaly,Phongsaly,102.017614,21.861268,
LAO-001889,20201005,B. Hathin,,LAO,Phongsaly,Phongsaly,102.28408,22.024452,
LAO-001890,20201006,B. Kiou,,LAO,Phongsaly,Phongsaly,102.290126,21.716304,
LAO-001891,20201007,B. Va-Tai,,LAO,Phongsaly,Phongsaly,102.23245,21.836225,
LAO-001892,20202001,B. Naxong,,LAO,Phongsaly,May,102.722846,21.17245,
LAO-001893,20202002,B. Nalam,,LAO,Phongsaly,May,102.933026,21.637357,
LAO-001894,20202003,B. Pakphe,,LAO,Phongsaly,May,102.567551,21.320318,
LAO-001895,20202004,B. Sophoun,,LAO,Phongsaly,May,102.8047,21.17878,
LAO-001896,20202005,B. Salouang,,LAO,Phongsaly,May,102.819673,21.534581,
LAO-001897,20202007,B. Kioukacham,,LAO,Phongsaly,May,102.63876,21.142952,
LAO-001898,20202009,B. Phonxai,,LAO,Phongsaly,May,102.766284,21.431806,
LAO-001899,20202010,B. Palan,,LAO,Phongsaly,May,102.617174,21.438198,
LAO-001900,20203001,B. Natoun,,LAO,Phongsaly,Khua,102.505978,21.078734,
LAO-001901,20203004,B. Latxang,,LAO,Phongsaly,Khua,102.319768,21.101128,
LAO-001902,20203005,B. Sopkay,,LAO,Phongsaly,Khua,102.445344,21.048343,
LAO-001903,20203006,B. Hatyang,,LAO,Phongsaly,Khua,102.525237,21.072513,
LAO-001904,20203008,B. Sinxai,,LAO,Phongsaly,Khua,102.253908,21.102054,
LAO-001905,20203009,B. Senlat,,LAO,Phongsaly,Khua,102.50389,20.980965,
LAO-001906,20203010,B. Nambout,,LAO,Phongsaly,Khua,102.542721,20.906907,
LAO-001907,20203011,B. Bouamphan,,LAO,Phongsaly,Khua,102.13863,21.13129,
LAO-001908,20203012,B. Lahang-Gnai,,LAO,Phongsaly,Khua,102.330967,21.202794,
LAO-001909,20204004,B. Namli,,LAO,Phongsaly,Samphanh,102.111618,21.210673,
LAO-001910,20204005,B. Naxai,,LAO,Phongsaly,Samphanh,102.349478,21.345877,
LAO-001911,20204006,Longthang,,LAO,Phongsaly,Boontay,102.231278,21.558517,
LAO-001912,20204007,B. Axeu,,LAO,Phongsaly,Samphanh,102.211811,21.245458,
LAO-001913,20204008,B. Mouchi-Kang,,LAO,Phongsaly,Samphanh,102.245595,21.413476,
LAO-001914,20204009,B. Namhang,,LAO,Phongsaly,Samphanh,102.483306,21.46181,
LAO-001915,20204010,B. Muanghoun,,LAO,Phongsaly,Samphanh,102.300434,21.609865,
LAO-001916,20204011,B. Senkham,,LAO,Phongsaly,Samphanh,102.308061,21.507932,
LAO-001917,20204012,B. Eupa,,LAO,Phongsaly,Samphanh,102.19584,21.362495,
LAO-001918,20204013,B. Laoleo,,LAO,Phongsaly,Samphanh,102.271713,21.307587,
LAO-001919,20205001,B. Mailong,,LAO,Phongsaly,Boon Neua,101.908145,21.65606,
LAO-001920,20205002,B. Yo,,LAO,Phongsaly,Boon Neua,101.849464,21.509331,
LAO-001921,20205004,B. Boun-Nua,,LAO,Phongsaly,Boon Neua,101.904562,21.637226,
LAO-001922,20205005,B. Ngay-Nua,,LAO,Phongsaly,Boon Neua,101.902646,21.839954,
LAO-001923,20205006,B. Phiangxai,,LAO,Phongsaly,Boon Neua,101.861882,21.69432,
LAO-001924,20205007,B. Namphe,,LAO,Phongsaly,Boon Neua,101.874892,21.500373,
LAO-001925,20205008,B. Bounxai,,LAO,Phongsaly,Boon Neua,101.909033,21.65068,
LAO-001926,20205009,B. Phiachen-kao,,LAO,Phongsaly,Boon Neua,101.821823,21.467552,
LAO-001927,20206001,B. Phouxang,,LAO,Phongsaly,Nhot Ou,101.801837,22.13196,
LAO-001928,20206002,B. Ou Nua,,LAO,Phongsaly,Nhot Ou,101.795945,22.299601,
LAO-001929,20206003,B. Xeochay,,LAO,Phongsaly,Nhot Ou,101.739791,22.426933,
LAO-001930,20206004,B. Tang,,LAO,Phongsaly,Nhot Ou,101.827939,22.064462,
LAO-001931,20206005,B. La,,LAO,Phongsaly,Nhot Ou,101.704736,22.096927,
LAO-001932,20206006,B. Nalouang,,LAO,Phongsaly,Nhot Ou,101.738084,22.183832,
LAO-001933,20206007,B. Malitheua,,LAO,Phongsaly,Nhot Ou,101.942336,22.346472,
LAO-001934,20207001,B. Boun-Tai,,LAO,Phongsaly,Boontay,101.970481,21.391513,
LAO-001935,20207002,B. Samphanxai,,LAO,Phongsaly,Boontay,102.160124,21.445695,
LAO-001936,20207003,B. Longnay-Kao,,LAO,Phongsaly,Boontay,101.929119,21.26019,
LAO-001937,20207004,B. Namak,,LAO,Phongsaly,Boontay,101.967456,21.30836,
LAO-001938,20207005,B. Phiasou,,LAO,Phongsaly,Boontay,102.042954,21.430888,
LAO-001939,20301001,B. Louang,,LAO,Luang Namtha,Namtha,101.402101,20.951708,
LAO-001940,20301002,B. Thong-Om,,LAO,Luang Namtha,Namtha,101.407177,20.983793,
LAO-001941,20301003,B. Thongchai-Nua,,LAO,Luang Namtha,Namtha,101.414508,21.00915,
LAO-001942,20301004,B. Poung,,LAO,Luang Namtha,Namtha,101.421217,20.950806,
LAO-001943,20301005,B. Thongdi,,LAO,Luang Namtha,Namtha,101.427575,20.988971,
LAO-001944,20301006,B. Namngen,,LAO,Luang Namtha,Namtha,101.378851,20.966746,
LAO-001945,20301007,B. Namhom,,LAO,Luang Namtha,Namtha,101.40316,21.001559,
LAO-001946,20301008,B. Nateuy,,LAO,Luang Namtha,Namtha,101.646505,21.061739,
LAO-001947,20301009,B. Boten,,LAO,Luang Namtha,Namtha,101.665245,21.177687,
LAO-001948,20301010,B. Louang,,LAO,Luang Namtha,Namtha,101.402101,20.951708,
LAO-001949,20301011,B. Hatyong,,LAO,Luang Namtha,Namtha,101.459653,20.83842,
LAO-001950,20301012,B. Houaydam,,LAO,Luang Namtha,Namtha,101.592956,21.051437,
LAO-001951,20301013,B. Namhom,,LAO,Luang Namtha,Namtha,101.40316,21.001559,
LAO-001952,20301014,B. Phonxaisavang,,LAO,Luang Namtha,Namtha,101.398952,20.927797,
LAO-001953,20301016,B. Thase,,LAO,Luang Namtha,Namtha,101.280078,20.827372,
LAO-001954,20301017,B. Donxai,,LAO,Luang Namtha,Namtha,101.3547,21.097045,
LAO-001955,20301018,B. Tavan,,LAO,Luang Namtha,Namtha,101.48191,20.965702,
LAO-001956,20302001,B. Xianggnun,,LAO,Luang Namtha,Sing,101.144795,21.192119,
LAO-001957,20302002,B. Kangphonsi,,LAO,Luang Namtha,Sing,101.125861,21.171508,
LAO-001958,20302003,B. Nakham,,LAO,Luang Namtha,Sing,101.180068,21.182329,
LAO-001959,20302004,B. Namkeo-Noy,,LAO,Luang Namtha,Sing,101.162264,21.159391,
LAO-001960,20302005,B. Thong-Mai,,LAO,Luang Namtha,Sing,101.117999,21.166912,
LAO-001961,20302006,B. Mom,,LAO,Luang Namtha,Sing,101.167194,21.333205,
LAO-001962,20302007,B. Don-Mai,,LAO,Luang Namtha,Sing,101.119689,21.222119,
LAO-001963,20302012,B. Nalu,,LAO,Luang Namtha,Namtha,101.408865,20.932256,
LAO-001964,20302013,B. Muto-Kao,,LAO,Luang Namtha,Sing,100.908109,21.267265,
LAO-001965,20303001,B. Chomcheng,,LAO,Luang Namtha,Long,100.821274,20.961903,
LAO-001966,20303002,B. Louangphokham,,LAO,Luang Namtha,Long,100.997051,21.03765,
LAO-001967,20303003,B. Dongneng,,LAO,Luang Namtha,Long,100.811437,20.959024,
LAO-001968,20303005,"B. Phoulong,Mokchong",,LAO,Luang Namtha,Nalae,101.442848,20.699762,
LAO-001969,20303006,B. Somphan-Kao,,LAO,Luang Namtha,Long,100.799162,21.228529,
LAO-001970,20303008,B. Cha-Mai,,LAO,Luang Namtha,Long,100.843602,21.115657,
LAO-001971,20303010,B. meuangsa,,LAO,Luang Namtha,Long,100.610787,21.012162,
LAO-001972,20303011,B. Poungxay-Mai,,LAO,Luang Namtha,Long,100.626994,20.901052,
LAO-001973,20303012,B. Pakha,,LAO,Luang Namtha,Long,100.789008,20.953497,
LAO-001974,20304001,B. Thiao,,LAO,Luang Namtha,Viengphoukha,101.060895,20.679906,
LAO-001975,20304002,B. Namfa,,LAO,Luang Namtha,Viengphoukha,101.077193,20.62154,
LAO-001976,20304003,B. Namngeun,,LAO,Luang Namtha,Viengphoukha,101.054933,20.589039,
LAO-001977,20304004,B. Namsing,,LAO,Luang Namtha,Viengphoukha,101.208763,20.766702,
LAO-001978,20304005,viengsavang,,LAO,Luang Namtha,Viengphoukha,101.061959,20.687308,
LAO-001979,20304006,B. Namchili,,LAO,Luang Namtha,Viengphoukha,101.015321,20.555534,
LAO-001980,20304007,B. Pakkhan,,LAO,Luang Namtha,Viengphoukha,100.932425,20.69537,
LAO-001981,20304008,B. Phoulet,,LAO,Luang Namtha,Viengphoukha,101.128796,20.553756,
LAO-001982,20304009,B. Thalouang,,LAO,Luang Namtha,Viengphoukha,101.017192,20.743412,
LAO-001983,20304010,B. Don-Mai,,LAO,Luang Namtha,Viengphoukha,100.893278,20.549,
LAO-001984,20305001,B. Om,,LAO,Luang Namtha,Nalae,101.442374,20.540095,
LAO-001985,20305002,B. Naleng,,LAO,Luang Namtha,Nalae,101.352466,20.438874,
LAO-001986,20305003,B. Lao,,LAO,Luang Namtha,Nalae,101.458775,20.574084,
LAO-001987,20305004,B. Donthip,,LAO,Luang Namtha,Nalae,101.224651,20.368826,
LAO-001988,20305006,B. Hatdonxay,,LAO,Luang Namtha,Nalae,101.453977,20.547887,
LAO-001989,20305007,B. Phouhon,,LAO,Luang Namtha,Nalae,101.422911,20.490757,
LAO-001990,20305008,B. Longmounchomkeo,,LAO,Luang Namtha,Nalae,101.320321,20.539384,
LAO-001991,20305009,B. Mokgnom,,LAO,Luang Namtha,Nalae,101.362314,20.368705,
LAO-001992,20305010,B. Phouchale,,LAO,Luang Namtha,Nalae,101.525205,20.574989,
LAO-001993,20305013,B. Takheung,,LAO,Luang Namtha,Nalae,101.127377,20.31831,
LAO-001994,20305017,B. Phoula,,LAO,Oudomxay,Namor,101.54298,20.66718,
LAO-001995,20305018,B. Konlang,,LAO,Luang Namtha,Nalae,101.469779,20.48324,
LAO-001996,20305020,B. Nongkham,,LAO,Luang Namtha,Nalae,101.382079,20.431853,
LAO-001997,20401001,B. Nongmengda,,LAO,Oudomxay,Xay,101.991503,20.688831,
LAO-001998,20401002,B. Longko-Dua,,LAO,Oudomxay,Xay,101.992013,20.700221,
LAO-001999,20401003,B. Bo,,LAO,Oudomxay,Xay,102.032254,20.706262,
LAO-002000,20401004,B. Namkout,,LAO,Oudomxay,Xay,101.794399,20.600799,
LAO-002001,20401005,B. HouaNambak,,LAO,Oudomxay,Xay,102.171212,20.674853,
LAO-002002,20401006,B. Cheng,,LAO,Oudomxay,Xay,101.990713,20.692151,
LAO-002003,20401007,B. Viangsa,,LAO,Oudomxay,Xay,101.994203,20.704041,
LAO-002004,20401008,B. Lak 32,,LAO,Oudomxay,Xay,102.124406,20.576599,
LAO-002005,20401009,B. Ko-Noy,,LAO,Oudomxay,Xay,101.930472,20.771813,
LAO-002006,20401010,B. Houaykhoum,,LAO,Oudomxay,Xay,101.97916,20.648738,
LAO-002007,20401011,B. Tangkok,,LAO,Oudomxay,Xay,101.649335,20.632689,
LAO-002008,20401012,B. Nahouang,,LAO,Oudomxay,Xay,101.920122,20.572738,
LAO-002009,20401013,B. Homxai,,LAO,Oudomxay,Xay,101.951422,20.733072,
LAO-002010,20401014,B. Nangam,,LAO,Oudomxay,Xay,101.87217,20.65217,
LAO-002011,20401015,B.Huaypor,,LAO,Oudomxay,Xay,101.94526,20.808297,
LAO-002012,20401016,B. Kat,,LAO,Oudomxay,Xay,102.099842,20.755692,
LAO-002013,20401017,B. Nongmengda,,LAO,Oudomxay,Xay,101.991503,20.688831,
LAO-002014,20401021,B. Chom-Ong-Tai,,LAO,Oudomxay,Xay,101.782618,20.709611,
LAO-002015,20401022,B. Pheun,,LAO,Oudomxay,Xay,101.586584,20.591968,
LAO-002016,20401023,B. Nampha,,LAO,Oudomxay,Xay,101.679266,20.586458,
LAO-002017,20401024,B. Donxai,,LAO,Oudomxay,Xay,101.987393,20.685611,
LAO-002018,20401025,B. Phoukhiao,,LAO,Oudomxay,Xay,101.980723,20.697671,
