anio,codigo_establecimiento,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,codigo_barrio_localidad,nombre_barrio_localidad,direccion,coordenadas_y,coordenadas_x,latitud,longitud,anho_cod_geo,uri
2021,1703449,17,Alto Paraguay,531,CARMELO PERALTA,2,Rural,"","",CARMELO PERALTA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703449
2021,1702010,17,Alto Paraguay,531,CARMELO PERALTA,2,Rural,9206,ISLA MARGARITA,A 50M A ORILLAS DEL RIO PARAGUAY,7600945,408193,"21º41'33.017""S","57º53'14.987""W",,http://datos.mec.gov.py/id/establecimientos/1702010
2021,1702009,17,Alto Paraguay,531,CARMELO PERALTA,1,Urbana,9204,VIRGEN DEL CARMEN,CARMELO PERALTA,7603298,405365,"21º40'15.959""S","57º54'52.913""W",,http://datos.mec.gov.py/id/establecimientos/1702009
2021,1702007,17,Alto Paraguay,531,CARMELO PERALTA,1,Urbana,9204,VIRGEN DEL CARMEN,A 100M. A ORILLAS DEL RIO PARAGUAY,7602931,405939,"21º40'28.004""S","57º54'33.016""W",,http://datos.mec.gov.py/id/establecimientos/1702007
2021,1702006,17,Alto Paraguay,531,CARMELO PERALTA,2,Rural,9203,PUERTO GUARANI - SUB URBANO,A 28 KM DE FUERTE OLIMPO A ORILLAS DEL RÍO PARAGUAY,7646742,404138,"21º16'42.826""S","57º55'26.678""W",,http://datos.mec.gov.py/id/establecimientos/1702006
2021,1702005,17,Alto Paraguay,531,CARMELO PERALTA,2,Rural,9203,PUERTO GUARANI - SUB URBANO,[PUERTO GUARANI],7646359,404063,"21º16'55.268""S","57º55'29.358""W",,http://datos.mec.gov.py/id/establecimientos/1702005
2021,1702011,17,Alto Paraguay,531,CARMELO PERALTA,2,Rural,9205,PUERTO SASTRE - LA ESPERANZA SUB-URBANO,MARIA AUXILIADORA,7563139,395583,"22º1'59.955""S","58º0'42.432""W",,http://datos.mec.gov.py/id/establecimientos/1702011
2021,1703003,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,"","",S/N [CNIA. SIERRA LEON - DPTO 17],"","","","",,http://datos.mec.gov.py/id/establecimientos/1703003
2021,1701015,17,Alto Paraguay,266,FUERTE OLIMPO,1,Urbana,8988,URBANO OLIMPO,PTO MARIA ELENA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1701015
2021,1701013,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8991,TORO PAMPA SUB-URBANO,TORO PAMPA,7674523,345793,"21º1'24.992""S","58º29'1.985""W",,http://datos.mec.gov.py/id/establecimientos/1701013
2021,1701012,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8989,ZONA RIBERA OLIMPO,95 KM DE FUERTE OLIMPO [SAN CARLOS - DPTO 17],7700416,399427,"20º47'36.239""S","57º57'58.869""W",,http://datos.mec.gov.py/id/establecimientos/1701012
2021,1701011,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8992,ZONA TORO PAMPA OESTE,ÑU APUA,7674102,325073,"21º1'31.999""S","58º40'59.693""W",,http://datos.mec.gov.py/id/establecimientos/1701011
2021,1701017,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8985,MARIA AUXILIADORA,SN [COLONIA MARIA AUXILIADORA],"","","","",,http://datos.mec.gov.py/id/establecimientos/1701017
2021,1701004,17,Alto Paraguay,266,FUERTE OLIMPO,1,Urbana,8989,ZONA RIBERA OLIMPO,GRAL. BERNARDINO CABALLERO Y RIO PARAGUAY,7673332,409516,"21º2'19.01""S","57º52'15.001""W",,http://datos.mec.gov.py/id/establecimientos/1701004
2021,1701003,17,Alto Paraguay,266,FUERTE OLIMPO,1,Urbana,8988,URBANO OLIMPO,GRAL. BERNARDINO CABALLERO  Y RÍO PARAGUAY,7673273,409574,"21º2'20.939""S","57º52'13.002""W",,http://datos.mec.gov.py/id/establecimientos/1701003
2021,1701002,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8990,COM INDIG VIRGEN SANTISIMA,COM. INDIG. ISHIT - MISION SALESIANA [COM. INDG. FUERTE OLIMPO],7671514,408804,"21º3'18.012""S","57º52'40.014""W",,http://datos.mec.gov.py/id/establecimientos/1701002
2021,1701001,17,Alto Paraguay,266,FUERTE OLIMPO,1,Urbana,8986,SAN MIGUEL,BARRIO SAN MIGUEL,7673761,409138,"21º2'4.989""S","57º52'28.015""W",,http://datos.mec.gov.py/id/establecimientos/1701001
2021,1703582,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,52100,COM INDIG LA  ABUNDANCIA,COMUNIDAD INDIGENA ABUNDANCIA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703582
2021,1702026,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8985,MARIA AUXILIADORA,COUMNIDAD INGIGENA MARIA AUXIIADORA KM. 40,7717415,341041,"20º38'8.8""S","58º31'32.49""W",,http://datos.mec.gov.py/id/establecimientos/1702026
2021,1701023,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8987,LOCALIDAD A CONFIRMAR,S/D,"","","","",,http://datos.mec.gov.py/id/establecimientos/1701023
2021,1701022,17,Alto Paraguay,266,FUERTE OLIMPO,2,Rural,8992,ZONA TORO PAMPA OESTE,TORO PAMPA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1701022
2021,1701018,17,Alto Paraguay,266,FUERTE OLIMPO,1,Urbana,8987,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1701018
2021,1703004,17,Alto Paraguay,16854,MAYOR PABLO LAGERENZA,2,Rural,9435,LOCALIDAD A CONFIRMAR,TENIENTE MARTINEZ,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703004
2021,1702032,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,"","",S/D,"","","","",,http://datos.mec.gov.py/id/establecimientos/1702032
2021,1656012,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,9002,LAS PALMAS -REGION 180,"",7556976,260355,"22º4'32.261""S","59º19'20.808""W",,http://datos.mec.gov.py/id/establecimientos/1656012
2021,1603005,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,52106,ZONA MONTANIA,18 KM DE TENIENTE MONTANIA - ALTO PARAGUAY [KM 18 - TENIENTE MONTANIA DPTO 17],7576572,196189,"21º 53' 19.730"" S","59º 56' 24.295"" W",,http://datos.mec.gov.py/id/establecimientos/1603005
2021,1702029,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,8994,LOCALIDAD A CONFIRMAR,ALTO PARAGUAY -,"","","","",,http://datos.mec.gov.py/id/establecimientos/1702029
2021,1702023,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,9000,DON BOSCO,SAN RAMON NONATO Y DE LA VICTORIA / BO DON BO [PUERTO CASADO],7535426,403082,"22º17'2.723""S","57º56'26.856""W",,http://datos.mec.gov.py/id/establecimientos/1702023
2021,1702020,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,8997,COM INDIG SAN ISIDRO KM 39,S/N [COMUN. IND. SAN ISIDRO],7544061,373328,"22º12'14.999""S","58º13'44.015""W",,http://datos.mec.gov.py/id/establecimientos/1702020
2021,1702016,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,9001,COM INDIG RIACHO MOSQUITO,ALTO PARAGUAY -,7549113,399928,"22º9'36.989""S","57º58'13.998""W",,http://datos.mec.gov.py/id/establecimientos/1702016
2021,1702014,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,8995,COM INDIG MACHETE VAINA,ASENTAMIENTO MACHETE VAINA,7545397,387208,"22º11'35.014""S","58º5'38.992""W",,http://datos.mec.gov.py/id/establecimientos/1702014
2021,1702013,17,Alto Paraguay,268,PUERTO CASADO,2,Rural,8996,ZONA PUERTO CASADO,35 KM DE PUERTO CASADO,7552195,401083,"22º7'57.003""S","57º57'32.997""W",,http://datos.mec.gov.py/id/establecimientos/1702013
2021,1702008,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,9003,URBANO LA VICTORIA,S/N [PTO. MARIA AUXILIADORA],"","","","",,http://datos.mec.gov.py/id/establecimientos/1702008
2021,1702003,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,8999,SAN MIGUEL,ISLA PEÑA HERMOSA,7535166,402278,"22º17'11.015""S","57º56'55.006""W",,http://datos.mec.gov.py/id/establecimientos/1702003
2021,1702002,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,9000,DON BOSCO,BARRIO DON BOSCO,7535480,403249,"22º17'1.001""S","57º56'21.009""W",,http://datos.mec.gov.py/id/establecimientos/1702002
2021,1702001,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,8996,ZONA PUERTO CASADO,AVDA SAN RAMON ESQUINA AVDA.LA VICTORIA - BARRIO DON BOSCO,7535500,403052,"22º17'0.311""S","57º56'27.888""W",,http://datos.mec.gov.py/id/establecimientos/1702001
2021,1702004,17,Alto Paraguay,268,PUERTO CASADO,1,Urbana,9000,DON BOSCO,MANUEL LEZCANO C/ SAN RAMON,7535380,403171,"22º17'4.237""S","57º56'23.756""W",,http://datos.mec.gov.py/id/establecimientos/1702004
2021,1011096,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,KM 12 MONDAY CONAVI LL,7177812,729321,"25º29'57.006""S","54º43'6.745""W",,http://datos.mec.gov.py/id/establecimientos/1011096
2021,1703778,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7366,8 A 9 MONDAY,KM. 8MONDAY,7177969,733329,"25º 29' 49.657"" S","54º 40' 43.385"" W",,http://datos.mec.gov.py/id/establecimientos/1703778
2021,1703700,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7332,CIUDAD NUEVA,KM. 7 MONDAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703700
2021,1703614,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,S/D,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703614
2021,1002065,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7333,7 A 10 MONDAY,KM 8 MONDAY  - PRESIDENTE FRANCO,7178840,732228,"25º29'21.984""S","54º41'23.335""W",,http://datos.mec.gov.py/id/establecimientos/1002065
2021,1703613,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,S/D,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703613
2021,1001999,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,S/D,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001999
2021,1001998,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001998
2021,1001371,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7366,8 A 9 MONDAY,KM 9 MONDAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001371
2021,1001369,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7363,9 A 10 ACARAY,KM 10 ACARAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001369
2021,1001368,10,Alto Paraná,160,CIUDAD DEL ESTE,"","",3846,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001368
2021,1001367,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7333,7 A 10 MONDAY,MONDAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001367
2021,1001366,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7340,LA BLANCA,KM 5.5 BARRIO LA BLANCA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001366
2021,1001365,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7326,BOQUERON,29 DE SETIEMBRE CASI AVDA. GRAL. BERNARDINO CABALLERO.,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001365
2021,1001364,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,"","","","","","","",,http://datos.mec.gov.py/id/establecimientos/1001364
2021,1001363,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7336,OBRERO,AVDA. EUGENIO A. GARAY ESQ. CHACO BOREAL,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001363
2021,1001362,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7340,LA BLANCA,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001362
2021,1001361,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7349,10 A 13 MONDAY,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001361
2021,1703608,10,Alto Paraná,160,CIUDAD DEL ESTE,"","",7328,SAN JOSE,BARRIO SAN JOSÉ,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703608
2021,1001359,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7338,SANTA ANA,WWW.RUE.MEC.GOV.PY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001359
2021,1001358,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7361,AREA 1,CALLE 25 DE AGOSTO,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001358
2021,1001355,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001355
2021,1001354,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001354
2021,1001352,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,KM13 ACARAY. ESCUELA BÁSICA Nª 5413 SAN BLAS,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001352
2021,1001351,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7367,LOCALIDAD A CONFIRMAR,KM 9 ACARAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001351
2021,1001349,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,KM 12 ACARAY,7184813,729250,"25º26'9.625""S","54º43'13.576""W",,http://datos.mec.gov.py/id/establecimientos/1001349
2021,1001348,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7326,BOQUERON,CALLE TATAJYVA - BARRIO BOQUERON II,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001348
2021,1703607,10,Alto Paraná,160,CIUDAD DEL ESTE,"","",7367,LOCALIDAD A CONFIRMAR,DR. DOMINGO MONTANARO C/ CALLEJON,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703607
2021,1001347,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7359,SAN LUCAS,LOS GIRASOLES ESQUINA MAURICIO CARDOZO OCAMPOS,7175428,738085,"25º31'9.467""S","54º37'51.547""W",,http://datos.mec.gov.py/id/establecimientos/1001347
2021,1001345,10,Alto Paraná,160,CIUDAD DEL ESTE,2,Rural,7340,LA BLANCA,"A 3 KM DE LA RUTA INTERNACIONAL N° 07 , A  2 CUADRAS DE LA PLAZA MARÍA AUXILIADORA","","","","",,http://datos.mec.gov.py/id/establecimientos/1001345
2021,1001343,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7328,SAN JOSE,AVDA. TTE FARIÑA C/ AVDA. SAN JOSE,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001343
2021,1001342,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7343,MICRO CENTRO,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001342
2021,1001341,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,KM 12 MONDAY,7175468,729489,"25º31'13.054""S","54º42'59.291""W",,http://datos.mec.gov.py/id/establecimientos/1001341
2021,1001340,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7324,PABLO ROJAS,"",7177155,738136,"25º30'13.341""S","54º37'50.823""W",,http://datos.mec.gov.py/id/establecimientos/1001340
2021,1001337,10,Alto Paraná,160,CIUDAD DEL ESTE,"","",3846,LOCALIDAD A CONFIRMAR,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001337
2021,1001335,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7360,9 A 11 MONDAY,CALLE 10 MONDAY-SOLAR GUARANI,7176626,730522,"25º30'34.861""S","54º42'23.026""W",,http://datos.mec.gov.py/id/establecimientos/1001335
2021,1703606,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,KM. 12 MONDAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703606
2021,1001333,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7346,SAN MIGUEL,HUAMITA Y PASO CADENA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001333
2021,1001332,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7339,FATIMA,"CALLE 1, E/ TTE. ARIAS Y TTE. ALMADA",7173425,739297,"25º32'13.824""S","54º37'6.876""W",,http://datos.mec.gov.py/id/establecimientos/1001332
2021,1001331,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7343,MICRO CENTRO,"","","","","",,http://datos.mec.gov.py/id/establecimientos/1001331
2021,1001330,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7327,CIUDAD NUEVA,CALLE 7 MONDAY,7174681,734160,"25º31'35.985""S","54º40'11.582""W",,http://datos.mec.gov.py/id/establecimientos/1001330
2021,1001328,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7338,SANTA ANA,CALLE 25 DE AGOSTO,7174303,737171,"25º31'46.537""S","54º38'23.55""W",,http://datos.mec.gov.py/id/establecimientos/1001328
2021,1001327,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7358,SAN MIGUEL - AREA 2,"",7173561,740890,"25º32'8.476""S","54º36'9.932""W",,http://datos.mec.gov.py/id/establecimientos/1001327
2021,1001326,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7351,SAN BLAS,AL LADO DE LA CAPILLA INM. CONCEP. SECTOR II [BARRIO SAN RAFAEL],7177279,739987,"25º30'8.238""S","54º36'44.652""W",,http://datos.mec.gov.py/id/establecimientos/1001326
2021,1001325,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,KM. 11 ACARAY - FRACCION EL PUENTE [KM. 11 ACARAY],7178985,729381,"25º29'18.869""S","54º43'5.318""W",,http://datos.mec.gov.py/id/establecimientos/1001325
2021,1001324,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,"KM. 12 ACARAY A 1,8 KM. DE LA RUTA 7",7180396,729940,"25º28'32.723""S","54º42'46.179""W",,http://datos.mec.gov.py/id/establecimientos/1001324
2021,1001322,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7356,GENERAL BERNARDINO CABALLERO,"",7173126,740071,"25º32'23.084""S","54º36'38.973""W",,http://datos.mec.gov.py/id/establecimientos/1001322
2021,1001321,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7339,FATIMA,ENFERMERAS DEL CHACO ESQUINA PAÍ SOUBA,"","","","",,http://datos.mec.gov.py/id/establecimientos/1001321
2021,1001320,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7324,PABLO ROJAS,EN FRENTE A LA CAPILLA VIRGEN DE FATIMA,7177338,738963,"25º30'6.918""S","54º37'21.34""W",,http://datos.mec.gov.py/id/establecimientos/1001320
2021,1001319,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7325,10 A 13 ACARAY,KM 11 ACARAY - FONDO,7179728,730865,"25º28'53.905""S","54º42'12.665""W",,http://datos.mec.gov.py/id/establecimientos/1001319
2021,1001318,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7327,CIUDAD NUEVA,"",7175900,733985,"25º30'56.488""S","54º40'18.612""W",,http://datos.mec.gov.py/id/establecimientos/1001318
2021,1001314,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7359,SAN LUCAS,ISABEL PEREIRA  C/ DIVINO  NIÑO,7174667,737039,"25º31'34.79""S","54º38'28.507""W",,http://datos.mec.gov.py/id/establecimientos/1001314
2021,1703584,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7329,AREA 4,MANZANA 32 LOTE 16 CALLE ÑACUNDAY,"","","","",,http://datos.mec.gov.py/id/establecimientos/1703584
2021,1001313,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7360,9 A 11 MONDAY,KM. 11 MONDAY - KUARAHY RESE,7177863,730846,"25º29'54.497""S","54º42'12.193""W",,http://datos.mec.gov.py/id/establecimientos/1001313
2021,1001311,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,[ASENTAMIENTO KM 12 ACARAY - LOS LAP],7181363,730117,"25º28'1.212""S","54º42'40.44""W",,http://datos.mec.gov.py/id/establecimientos/1001311
2021,1001309,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7356,GENERAL BERNARDINO CABALLERO,"",7173948,740116,"25º31'56.358""S","54º36'37.891""W",,http://datos.mec.gov.py/id/establecimientos/1001309
2021,1001308,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7364,MICROCENTRO,"",7176258,739830,"25º30'41.493""S","54º36'49.615""W",,http://datos.mec.gov.py/id/establecimientos/1001308
2021,1001307,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7328,SAN JOSE,FRACCIÓN VILLARRICA,7174635,735153,"25º31'36.912""S","54º39'36.004""W",,http://datos.mec.gov.py/id/establecimientos/1001307
2021,1001302,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7327,CIUDAD NUEVA,KM 7 CIUDAD NUEVA,7176815,734189,"25º30'26.651""S","54º40'11.883""W",,http://datos.mec.gov.py/id/establecimientos/1001302
2021,1001300,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7353,SAN ALFREDO,AVDA. AMADO BENÍTEZ C/15 DE AGOSTO,7175936,736281,"25º30'54.006""S","54º38'56.446""W",,http://datos.mec.gov.py/id/establecimientos/1001300
2021,1001298,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7327,CIUDAD NUEVA,CALLE PARAPITÍ PORA C/ PAMPA GRANDE,7177467,734220,"25º30'5.454""S","54º40'11.182""W",,http://datos.mec.gov.py/id/establecimientos/1001298
2021,1001295,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,CALLE 12 MANDAY A  6 KM. DE LA RUTA INTERNACIONAL,7172114,728623,"25º33'2.488""S","54º43'28.237""W",,http://datos.mec.gov.py/id/establecimientos/1001295
2021,1001294,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,CALLE 12 ACARAY A 4000 MTS.  DE LA RUTA INTERNACIONAL,7182658,729608,"25º27'19.429""S","54º42'59.448""W",,http://datos.mec.gov.py/id/establecimientos/1001294
2021,1001293,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,KM. 11 MONDAY -FRACCION EL PINAR,7177898,730117,"25º29'53.768""S","54º42'38.307""W",,http://datos.mec.gov.py/id/establecimientos/1001293
2021,1001292,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,KM 11 ACARAY,7178388,734043,"25º29'35.638""S","54º40'18.095""W",,http://datos.mec.gov.py/id/establecimientos/1001292
2021,1001291,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7325,10 A 13 ACARAY,CALLE 10 ACARAY,7182057,731636,"25º27'37.818""S","54º41'46.515""W",,http://datos.mec.gov.py/id/establecimientos/1001291
2021,1001290,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7357,11 A 13 ACARAY,"",7179626,728483,"25º28'58.546""S","54º43'37.849""W",,http://datos.mec.gov.py/id/establecimientos/1001290
2021,1001286,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7363,9 A 10 ACARAY,KM 10 ACARAY FRACCION LA CHACRA [KM 10 ACARAY],7182930,731097,"25º27'9.762""S","54º42'6.34""W",,http://datos.mec.gov.py/id/establecimientos/1001286
2021,1001285,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7360,9 A 11 MONDAY,CALLE 9 MONDAY FONDO,7175825,731472,"25º31'0.346""S","54º41'48.523""W",,http://datos.mec.gov.py/id/establecimientos/1001285
2021,1001282,10,Alto Paraná,160,CIUDAD DEL ESTE,1,Urbana,7331,11 A 13 MONDAY,CALLE 12 MONDAY,7177310,729040,"25º30'13.47""S","54º43'16.495""W",,http://datos.mec.gov.py/id/establecimientos/1001282
