anio,codigo_est,codigo_dep,nombre_dep,codigo_dis,nombre_dis,codigo_zon,nombre_zon,codigo_bar,nombre_bar,direccion,coordenada,coordena_1,latitud,longitud,anho_cod_g,uri,xcoord,ycoord
"2021","1001348","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7326",BOQUERON,CALLE TATAJYVA - BARRIO BOQUERON II,,,,,,http://datos.mec.gov.py/id/establecimientos/1001348,,
"2021","1703607","10",Alto Paraná,"160",CIUDAD DEL ESTE,,,"7367",LOCALIDAD A CONFIRMAR,DR. DOMINGO MONTANARO C/ CALLEJON,,,,,,http://datos.mec.gov.py/id/establecimientos/1703607,,
"2021","1001347","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7359",SAN LUCAS,LOS GIRASOLES ESQUINA MAURICIO CARDOZO OCAMPOS,"7175428","738085","25º31'9.467""S","54º37'51.547""W",,http://datos.mec.gov.py/id/establecimientos/1001347,-54.6309851201315,-25.5192962296745
"2021","1001345","10",Alto Paraná,"160",CIUDAD DEL ESTE,"2",Rural,"7340",LA BLANCA,"A 3 KM DE LA RUTA INTERNACIONAL N° 07 , A  2 CUADRAS DE LA PLAZA MARÍA AUXILIADORA",,,,,,http://datos.mec.gov.py/id/establecimientos/1001345,,
"2021","1001343","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7328",SAN JOSE,AVDA. TTE FARIÑA C/ AVDA. SAN JOSE,,,,,,http://datos.mec.gov.py/id/establecimientos/1001343,,
"2021","1001342","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7343",MICRO CENTRO,,,,,,,http://datos.mec.gov.py/id/establecimientos/1001342,,
"2021","1001341","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7331",11 A 13 MONDAY,KM 12 MONDAY,"7175468","729489","25º31'13.054""S","54º42'59.291""W",,http://datos.mec.gov.py/id/establecimientos/1001341,-54.7164697434819,-25.5202927647377
"2021","1001340","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7324",PABLO ROJAS,,"7177155","738136","25º30'13.341""S","54º37'50.823""W",,http://datos.mec.gov.py/id/establecimientos/1001340,-54.6307840079978,-25.5037058038683
"2021","1001337","10",Alto Paraná,"160",CIUDAD DEL ESTE,,,"3846",LOCALIDAD A CONFIRMAR,,,,,,,http://datos.mec.gov.py/id/establecimientos/1001337,,
"2021","1001335","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7360",9 A 11 MONDAY,CALLE 10 MONDAY-SOLAR GUARANI,"7176626","730522","25º30'34.861""S","54º42'23.026""W",,http://datos.mec.gov.py/id/establecimientos/1001335,-54.7063960661603,-25.5096834099661
"2021","1703606","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7331",11 A 13 MONDAY,KM. 12 MONDAY,,,,,,http://datos.mec.gov.py/id/establecimientos/1703606,,
"2021","1001333","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7346",SAN MIGUEL,HUAMITA Y PASO CADENA,,,,,,http://datos.mec.gov.py/id/establecimientos/1001333,,
"2021","1001332","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7339",FATIMA,"CALLE 1, E/ TTE. ARIAS Y TTE. ALMADA","7173425","739297","25º32'13.824""S","54º37'6.876""W",,http://datos.mec.gov.py/id/establecimientos/1001332,-54.6185766523383,-25.5371731232266
"2021","1001331","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7343",MICRO CENTRO,,,,,,,http://datos.mec.gov.py/id/establecimientos/1001331,,
"2021","1001330","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7327",CIUDAD NUEVA,CALLE 7 MONDAY,"7174681","734160","25º31'35.985""S","54º40'11.582""W",,http://datos.mec.gov.py/id/establecimientos/1001330,-54.6698839387821,-25.5266623805822
"2021","1001328","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7338",SANTA ANA,CALLE 25 DE AGOSTO,"7174303","737171","25º31'46.537""S","54º38'23.55""W",,http://datos.mec.gov.py/id/establecimientos/1001328,-54.6398748831481,-25.5295935337283
"2021","1001327","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7358",SAN MIGUEL - AREA 2,,"7173561","740890","25º32'8.476""S","54º36'9.932""W",,http://datos.mec.gov.py/id/establecimientos/1001327,-54.6027589021725,-25.5356875228089
"2021","1001326","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7351",SAN BLAS,AL LADO DE LA CAPILLA INM. CONCEP. SECTOR II [BARRIO SAN RAFAEL],"7177279","739987","25º30'8.238""S","54º36'44.652""W",,http://datos.mec.gov.py/id/establecimientos/1001326,-54.6124031690213,-25.5022883251115
"2021","1001325","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7357",11 A 13 ACARAY,KM. 11 ACARAY - FRACCION EL PUENTE [KM. 11 ACARAY],"7178985","729381","25º29'18.869""S","54º43'5.318""W",,http://datos.mec.gov.py/id/establecimientos/1001325,-54.7181437845848,-25.4885746241338
"2021","1001324","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7357",11 A 13 ACARAY,"KM. 12 ACARAY A 1,8 KM. DE LA RUTA 7","7180396","729940","25º28'32.723""S","54º42'46.179""W",,http://datos.mec.gov.py/id/establecimientos/1001324,-54.7128274685307,-25.4757561842229
"2021","1001322","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7356",GENERAL BERNARDINO CABALLERO,,"7173126","740071","25º32'23.084""S","54º36'38.973""W",,http://datos.mec.gov.py/id/establecimientos/1001322,-54.6108258186241,-25.5397454603438
"2021","1001321","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7339",FATIMA,ENFERMERAS DEL CHACO ESQUINA PAÍ SOUBA,,,,,,http://datos.mec.gov.py/id/establecimientos/1001321,,
"2021","1001320","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7324",PABLO ROJAS,EN FRENTE A LA CAPILLA VIRGEN DE FATIMA,"7177338","738963","25º30'6.918""S","54º37'21.34""W",,http://datos.mec.gov.py/id/establecimientos/1001320,-54.6225943141566,-25.5019214962034
"2021","1001319","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7325",10 A 13 ACARAY,KM 11 ACARAY - FONDO,"7179728","730865","25º28'53.905""S","54º42'12.665""W",,http://datos.mec.gov.py/id/establecimientos/1001319,-54.7035179532342,-25.481640020198
"2021","1001318","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7327",CIUDAD NUEVA,,"7175900","733985","25º30'56.488""S","54º40'18.612""W",,http://datos.mec.gov.py/id/establecimientos/1001318,-54.6718365580427,-25.5156910619718
"2021","1001314","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7359",SAN LUCAS,ISABEL PEREIRA  C/ DIVINO  NIÑO,"7174667","737039","25º31'34.79""S","54º38'28.507""W",,http://datos.mec.gov.py/id/establecimientos/1001314,-54.6412518087369,-25.526330398697
"2021","1703584","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7329",AREA 4,MANZANA 32 LOTE 16 CALLE ÑACUNDAY,,,,,,http://datos.mec.gov.py/id/establecimientos/1703584,,
"2021","1001313","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7360",9 A 11 MONDAY,KM. 11 MONDAY - KUARAHY RESE,"7177863","730846","25º29'54.497""S","54º42'12.193""W",,http://datos.mec.gov.py/id/establecimientos/1001313,-54.7033868429509,-25.4984712611549
"2021","1001311","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7357",11 A 13 ACARAY,[ASENTAMIENTO KM 12 ACARAY - LOS LAP],"7181363","730117","25º28'1.212""S","54º42'40.44""W",,http://datos.mec.gov.py/id/establecimientos/1001311,-54.7112332203283,-25.4670032249897
"2021","1001309","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7356",GENERAL BERNARDINO CABALLERO,,"7173948","740116","25º31'56.358""S","54º36'37.891""W",,http://datos.mec.gov.py/id/establecimientos/1001309,-54.6105253422421,-25.5323216207185
"2021","1001308","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7364",MICROCENTRO,,"7176258","739830","25º30'41.493""S","54º36'49.615""W",,http://datos.mec.gov.py/id/establecimientos/1001308,-54.6137819119883,-25.51152582896
"2021","1001307","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7328",SAN JOSE,FRACCIÓN VILLARRICA,"7174635","735153","25º31'36.912""S","54º39'36.004""W",,http://datos.mec.gov.py/id/establecimientos/1001307,-54.6600011082989,-25.5269199912205
"2021","1001302","10",Alto Paraná,"160",CIUDAD DEL ESTE,"1",Urbana,"7327",CIUDAD NUEVA,KM 7 CIUDAD NUEVA,"7176815","734189","25º30'26.651""S","54º40'11.883""W",,http://datos.mec.gov.py/id/establecimientos/1001302,-54.6699675232005,-25.507402797061
