anio,codigo_establecimiento,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,codigo_barrio_localidad,nombre_barrio_localidad,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
2019,1656012,17,Alto Paraguay,02,Puerto Casado,2,Rural,9002,LAS PALMAS -REGION 180,10128,ESCUELA BÁSICA N° 4685 KM. 145,Privado,,9,9,2,5,5,5,3,3,4,0,3,4,0,0,0,0,0,0,26,26
2019,1702016,17,Alto Paraguay,02,Puerto Casado,2,Rural,9001,COM INDIG RIACHO MOSQUITO,7895,ESCUELA BÁSICA N° 4710 SANTA TERESITA DEL NIÑO JESÚS,Oficial,,9,10,11,18,14,9,14,11,18,16,9,4,10,9,3,5,8,10,96,92
2019,1702020,17,Alto Paraguay,02,Puerto Casado,2,Rural,8997,COM INDIG SAN ISIDRO KM 39,11675,ESCUELA BÁSICA N° 7031 JUAN DIEGO,Oficial,,3,2,4,1,5,7,1,5,1,0,0,0,0,0,0,0,0,0,14,15
2019,1702029,17,Alto Paraguay,02,Puerto Casado,2,Rural,8994,LOCALIDAD A CONFIRMAR,16432,ESCUELA BÁSICA N° 7685,Oficial,,0,0,0,0,6,1,1,3,0,0,0,0,0,0,0,0,0,0,7,4
2019,1702001,17,Alto Paraguay,02,Puerto Casado,1,Urbana,8996,ZONA PUERTO CASADO,7940,ESCUELA BÁSICA N° 97 JUAN DE AYOLAS,Oficial,,9,9,6,8,8,6,7,9,5,6,8,6,0,0,0,0,0,0,43,44
2019,1001025,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7326,BOQUERON,6457,CENTRO REGIONAL DE EDUCACIÓN DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,Oficial,,98,97,95,94,66,96,91,92,92,101,86,100,114,118,116,136,119,163,877,997
2019,1001073,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7347,23 DE OCTUBRE,6624,COLEGIO NACIONAL 8 DE DICIEMBRE,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,16,3,12,7,18,12,46,22
2019,1001036,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7335,"6 A 7,5 ACARAY",6601,COLEGIO NACIONAL ADELA SPERATTI,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,20,30,23,30,23,23,66,83
2019,1001011,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7336,OBRERO,6588,COLEGIO NACIONAL BERNARDINO CABALLERO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,5,7,10,17,18
2019,1001079,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6572,COLEGIO NACIONAL CIUDAD NUEVA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,32,27,24,30,45,42,101,99
2019,1703700,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6609,COLEGIO NACIONAL DEFENSORES DEL CHACO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,17,6,30,8
2019,1001103,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7350,"7,5 A 9 ACARAY",6535,COLEGIO NACIONAL DR. ROBERTO L. PETIT,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,32,45,36,39,29,41,97,125
2019,1001104,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6562,COLEGIO NACIONAL JOSÉ ASUNCIÓN FLORES,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,18,20,32,28
2019,1001291,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7325,10 A 13 ACARAY,7217,COLEGIO NACIONAL NUEVO HORIZONTE,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,61,73,43,67,44,57,148,197
2019,1001325,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7357,11 A 13 ACARAY,7218,COLEGIO NACIONAL PADRE GUIDO CORONEL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,18,21,18,19,16,19,52,59
2019,1001016,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7330,REMANSITO,6592,COLEGIO NACIONAL SAN ANTONIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,4,11,5
2019,1001076,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7328,SAN JOSE,6608,COLEGIO NACIONAL SAN ANTONIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,3
2019,1001094,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6574,COLEGIO NACIONAL SAN JUAN,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,15
2019,1001018,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6594,COLEGIO NACIONAL SAN RAFAEL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,6,5,6,17,13
2019,1001055,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7338,SANTA ANA,6580,COLEGIO NACIONAL SANTA ANA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,13,13,10,32,27
2019,1001121,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7366,8 A 9 MONDAY,6569,COLEGIO PRIVADO MANUEL ORTÍZ GUERRERO,Privado,,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,2,8,6
2019,1001295,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7331,11 A 13 MONDAY,7196,ESCUELA BÁSICA N° 1015 RVDO. PADRE GUIDO CORONEL,Oficial,,16,16,16,6,13,18,9,8,9,4,11,12,14,5,7,6,4,4,99,79
2019,1001089,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7360,9 A 11 MONDAY,6521,ESCUELA BÁSICA N° 1016 PRESBÍTERO GUIDO CORONEL,Oficial,,22,35,33,23,31,23,25,29,24,27,21,24,24,18,17,19,7,13,204,211
2019,1001006,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7339,FATIMA,6438,ESCUELA BÁSICA N° 1017 VIRGEN DE FÁTIMA,Oficial,,16,12,10,12,8,12,8,9,8,12,9,6,11,14,11,9,11,11,92,97
2019,1001007,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7323,AREA 3,11041,ESCUELA BÁSICA N° 1189 SAGRADA FAMILIA,Oficial,,58,53,43,41,43,39,43,41,34,41,35,46,49,43,41,58,40,54,386,416
2019,1001082,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7328,SAN JOSE,6514,ESCUELA BÁSICA N° 1204 SAN JOSÉ,Privado,,50,36,45,58,50,26,33,45,36,38,44,46,25,46,35,45,33,43,351,383
2019,1001026,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7326,BOQUERON,6458,ESCUELA BÁSICA N° 1229 SANTA TERESITA DEL NIÑO JESÚS,Privado,,26,36,30,30,27,29,29,27,32,27,37,27,21,45,21,30,29,34,252,285
2019,1001114,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7326,BOQUERON,6546,ESCUELA BÁSICA N° 14941 BAUTISTA DEL ALTO PARANÁ,Privado,,16,27,15,15,14,16,20,13,16,23,27,24,12,19,16,16,20,11,156,164
2019,1001048,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7326,BOQUERON,6480,ESCUELA BÁSICA N° 15111 DEL SOL,Privado,,14,7,9,6,10,7,7,11,7,7,7,11,4,5,7,9,12,11,77,74
2019,1001088,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7366,8 A 9 MONDAY,6520,ESCUELA BÁSICA N° 1523 JUANA MARÍA DE LARA,Oficial,,86,97,82,81,67,68,56,58,62,81,70,71,68,65,69,74,69,62,629,657
2019,1001291,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7325,10 A 13 ACARAY,7192,ESCUELA BÁSICA N° 1527 SANTA LUCÍA,Oficial,,53,32,36,39,43,46,56,46,42,41,38,53,0,0,0,0,0,0,268,257
2019,1001054,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7359,SAN LUCAS,6486,ESCUELA BÁSICA N° 1530 GENERAL EUGENIO ALEJANDRINO GARAY,Oficial,,13,8,13,10,14,12,12,12,19,15,11,11,19,10,21,14,8,15,130,107
2019,1001005,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7330,REMANSITO,6437,ESCUELA BÁSICA N° 1531 SAN FRANCISCO DE ASÍS,Oficial,,35,47,23,33,33,49,32,18,41,30,22,37,24,29,20,24,19,13,249,280
2019,1001035,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6472,ESCUELA BÁSICA N° 1532 PRIMER INTENDENTE MUNICIPAL,Oficial,,52,62,68,63,63,56,48,54,49,70,78,54,63,67,80,75,64,72,565,573
2019,1001079,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6511,ESCUELA BÁSICA N° 1533 CIUDAD NUEVA,Oficial,,57,47,49,37,39,43,36,36,42,42,41,41,31,31,38,28,18,10,351,315
2019,1001077,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6509,ESCUELA BÁSICA N° 1534 DEFENSORES DEL CHACO,Oficial,,75,73,59,57,57,61,60,75,66,50,59,58,81,50,65,61,47,62,569,547
2019,1001244,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7334,DON BOSCO,10215,ESCUELA BÁSICA N° 15377 NUEVA ESPERANZA,Oficial,,8,7,14,18,14,13,15,7,19,9,11,9,6,16,7,9,11,5,105,93
2019,1001050,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7361,AREA 1,6482,ESCUELA BÁSICA N° 1632 AUGUSTO ROA BASTOS,Oficial,,55,53,61,40,47,52,58,43,55,61,58,53,60,79,75,79,81,82,550,542
2019,1001017,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7329,AREA 4,6449,ESCUELA BÁSICA N° 1633 ESPÍRITU SANTO,Oficial,,65,62,56,66,53,66,58,60,62,60,59,63,65,52,43,51,42,41,503,521
2019,1001029,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7326,BOQUERON,6461,ESCUELA BÁSICA N° 2174 GIMNASIO DEL SABER,Privado,,31,31,23,23,24,23,19,21,32,21,16,22,27,17,23,24,29,20,224,202
2019,1001292,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7357,11 A 13 ACARAY,7193,ESCUELA BÁSICA N° 2966 NUESTRA SEÑORA DEL HUERTO,Oficial,,54,59,48,55,60,49,44,46,59,44,47,57,45,39,36,34,26,28,419,411
2019,1001282,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7331,11 A 13 MONDAY,7197,ESCUELA BÁSICA N° 2969 PROFESORA RAMONA EUDOSIA PRIETO DE GONZÁLEZ,Oficial,,12,7,13,11,15,10,9,9,13,7,9,13,11,16,13,12,11,7,106,92
2019,1001091,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7360,9 A 11 MONDAY,6523,ESCUELA BÁSICA N° 2970 VIRGEN DE FÁTIMA,Oficial,,21,28,34,25,24,24,27,30,24,24,23,24,27,27,16,33,29,22,225,237
2019,1001034,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7340,LA BLANCA,6466,ESCUELA BÁSICA N° 2972 SAGRADA FAMILIA,Oficial,,43,45,39,42,30,29,33,38,28,29,40,49,28,60,49,45,22,36,312,373
2019,1001065,10,Alto Paraná,01,Ciudad del Este,1,Urbana,50798,SAN ISIDRO,6497,ESCUELA BÁSICA N° 2973 SAN ISIDRO LABRADOR,Oficial,,32,23,26,31,30,17,32,19,36,31,27,37,19,20,38,28,20,22,260,228
2019,1001036,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7335,"6 A 7,5 ACARAY",6468,ESCUELA BÁSICA N° 2974 ARANDU RAITY,Oficial,,35,21,23,26,24,23,25,21,28,24,25,26,0,0,0,0,0,0,160,141
2019,1001096,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6528,ESCUELA BÁSICA N° 2975 AUGUSTO ROA BASTOS,Oficial,,30,34,26,21,30,18,21,17,16,27,14,16,7,5,7,8,0,0,151,146
2019,1001004,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7344,SAN ROQUE,6436,ESCUELA BÁSICA N° 2976 SAN ROQUE,Oficial,,20,18,17,10,16,15,17,11,11,13,12,8,15,15,11,14,10,6,129,110
2019,1001073,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7347,23 DE OCTUBRE,6505,ESCUELA BÁSICA N° 2977 8 DE DICIEMBRE,Oficial,,42,44,53,36,50,46,44,36,38,32,40,47,35,33,40,45,21,28,363,347
2019,1001055,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7338,SANTA ANA,6487,ESCUELA BÁSICA N° 2978 SANTA ANA,Oficial,,61,49,46,43,40,39,59,41,38,43,34,47,26,35,34,28,31,34,369,359
2019,1001020,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7351,SAN BLAS,6452,ESCUELA BÁSICA N° 2979 SAN AGUSTÍN,Oficial,,16,18,19,12,17,7,19,10,12,10,15,11,8,13,10,12,9,7,125,100
2019,1001076,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7328,SAN JOSE,6508,ESCUELA BÁSICA N° 2980,Oficial,,10,16,4,8,13,7,7,8,6,9,4,2,6,5,6,4,0,0,56,59
2019,1001016,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7330,REMANSITO,6448,ESCUELA BÁSICA N° 2981 SAN ANTONIO DE PADUA,Oficial,,31,22,26,22,24,17,34,27,19,34,25,23,30,26,18,22,17,12,224,205
2019,1001015,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7358,SAN MIGUEL - AREA 2,6447,ESCUELA BÁSICA N° 2982 SAN MIGUEL,Oficial,,17,20,18,19,18,14,19,17,15,16,19,23,13,14,21,11,7,13,147,147
2019,1001075,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6507,ESCUELA BÁSICA N° 2983 NIÑOS MÁRTIRES DE ACOSTA ÑÚ,Oficial,,28,19,19,11,29,21,12,23,14,12,11,19,22,24,18,12,18,16,171,157
2019,1001083,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7366,8 A 9 MONDAY,6515,ESCUELA BÁSICA N° 2987 JUAN PABLO SEGUNDO,Oficial,,24,31,23,29,19,25,27,24,37,23,34,20,34,23,27,31,26,24,251,230
2019,1001094,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6526,ESCUELA BÁSICA N° 3053 SAN CARLOS,Oficial,,24,39,36,22,27,19,27,22,25,21,30,22,22,18,18,14,13,14,222,191
2019,1001008,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7329,AREA 4,6440,ESCUELA BÁSICA N° 3227 ARANDURÁ,Privado,,3,2,0,3,3,1,0,1,0,1,1,0,1,1,1,1,2,2,11,12
2019,1001097,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7355,SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY,6529,ESCUELA BÁSICA N° 3406 MUJER PARAGUAYA,Oficial,,37,44,42,33,32,40,38,30,36,38,26,31,40,55,67,39,39,44,357,354
2019,1001027,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7342,JUAN E O'LEARY,6459,ESCUELA BÁSICA N° 354 SAN BLAS,Oficial,,56,58,44,52,56,49,49,44,56,54,65,61,60,54,44,48,45,47,475,467
2019,1001104,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6536,ESCUELA BÁSICA N° 3743 SAN ANTONIO,Oficial,,23,21,19,19,30,26,20,18,23,18,23,21,20,21,12,22,21,12,191,178
2019,1001106,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7342,JUAN E O'LEARY,6538,ESCUELA BÁSICA N° 3842 C.E.LIBANES DEL PY,Privado,,9,11,6,6,9,7,12,6,10,6,5,2,6,15,7,7,6,3,70,63
2019,1001092,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6524,ESCUELA BÁSICA N° 4018 SANTA LUCÍA,Oficial,,20,12,16,14,10,17,7,17,11,9,16,9,7,11,10,15,10,11,107,115
2019,1001101,10,Alto Paraná,01,Ciudad del Este,1,Urbana,7355,SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY,6533,ESCUELA BÁSICA N° 4019 ESPÍRITU SANTO,Oficial,,17,22,20,16,20,14,13,16,16,14,13,11,10,14,10,9,8,9,127,125
