geo_id,deped_id,school_name
NIG-000101,,LEA Primary school Dangyuruk
NIG-000102,,UPE Model School Choba
NIG-000103,,Brainfield Intâl Sec. School
NIG-000104,,State School 2 Elele Alimini
NIG-000105,,Uvehu comprehensive. High School. Ibaa
NIG-000106,,State school.odau
NIG-000107,,"Community Secondary School, PABOD"
NIG-000108,,State School 1 Ibaa
NIG-000109,,State School 2 Ibaa
NIG-000110,,State School. Omuobizu-ibaa
NIG-000111,,UBE Primary School 2
NIG-000112,,State school 1. Obelle
NIG-000113,,LEA Primary school Dabwang
NIG-000114,,St. Ritaâs High School k-vom
NIG-000115,,Unity Private School Kuru
NIG-000116,,COCIN Secondary school Dadin kowa
NIG-000117,,State school ogboloma
NIG-000118,,KIDI NURSERY & PRIMARY SCHOOL
NIG-000119,,C.P.S. 1 WIIYAAKARA
NIG-000120,,C.P.S KERE-BANGHA
NIG-000121,,Baptist high school
NIG-000122,,MODEL PRIMARY SCHOOL OVOM
NIG-000123,,Saviours evangel missionary academy
NIG-000124,,Biedomo premier School Azikoro
NIG-000125,,LEA Narko South
NIG-000126,,LEA Angwan Merniang
NIG-000127,,Reference College Bakin-ciyawa
NIG-000128,,Springfield Academy Nursery/primary School
NIG-000129,,Besono Educational Center
NIG-000130,,LEA Primary school Zotbadin
NIG-000131,,LEA primary school Tim Tim
NIG-000132,,Maranatha Academy (Mount Tabor intl. College)
NIG-000133,,Rochas Foundation College Jos
NIG-000134,,State school 1 igbodo Etche
NIG-000135,,Patrick Folley Staff Nur and Primary
NIG-000136,,Tom Gerald
NIG-000137,,RCM Prim Sch Mbaya _Adogo
NIG-000138,,Royal Secondary School
NIG-000139,,Mt Micheal Nur and Prim Sch Anvambe
NIG-000140,,M.C.S S Staff Nur Prim Sch Mbakura
NIG-000141,,LGEA Prim Sch Ionguga
NIG-000142,,GSS Bokkos
NIG-000143,,Lea chikam
NIG-000144,,Gss butura kampani
NIG-000145,,LGEA Prim Sch Igbur
NIG-000146,,LGEA Prim School Akawa Otsafu
NIG-000147,,LGEA Prim School
NIG-000148,,LGEA Prim Sch Tough
NIG-000149,,LGEA Prim Sch Sati
NIG-000150,,LGEA Prim Sch Mbamaku
NIG-000151,,LGEA Prin.School.Alu
NIG-000152,,Primary School Agbalu
NIG-000153,,LGEA Prim. Sch. Ugbema
NIG-000154,,Iyol Kristu Nur and Prim Sch
NIG-000155,,Community Secondary school Egwi
NIG-000156,,State school 1 Okomoko Etche
NIG-000157,,Community Primary school 2 Akwuobua
NIG-000158,,Iyough Kristu Prim sch Obiam
NIG-000159,,International Nur Sch
NIG-000160,,Holy Child Nur.and Primary Sch. Ortese Mbastaase
NIG-000161,,SWALI MODEL SECONDARY SCHOOL
NIG-000162,,Young Women Christian Association ( Nursery and Primary)
NIG-000163,,Ason primary school
NIG-000164,,Idofi primary school
NIG-000165,,LEA Gidan Sabo
NIG-000166,,Shell camp primary school 
NIG-000167,,Ashitsa primary school
NIG-000168,,Gakundo primary school
NIG-000169,,Pwadzu primary school
NIG-000170,,Okpodu Nur. Sch
NIG-000171,,Okpodu Primary Sch. Amassoma
NIG-000172,,BJSS II AMASSOMA
NIG-000173,,GSS Amassoma
NIG-000174,,BJSS IGEIBIRI
NIG-000175,,BJSS BOLOU AGUOBIRI
NIG-000176,,CPS ZION AGUOBIRI III
NIG-000177,,Ekan primary school Du
NIG-000178,,LEA Sabon Pegi Kuru
NIG-000179,,St Williams primary school zawan
NIG-000180,,LEA Baptist primary school
NIG-000181,,Alhenprindu Nur and Pry Sch. Ammassoma
NIG-000182,,OGONI CENTRAL SCH. AMA
NIG-000183,,S.P.S OBOLOLI I
NIG-000184,,CSS Aguobiri
NIG-000185,,BJSS AGUOBIRI
NIG-000186,,CPS IGEIBIRI
NIG-000187,,St. Joseph Sch. Igeibiri
NIG-000188,,BJSS OPOROMA
NIG-000189,,Staff Nur.and Prim. School.GSS Buruku
NIG-000190,,Fortress Academy
NIG-000191,,Seat of wisdom groups academy
NIG-000192,,Kpakari Memorial School
NIG-000193,,Total child development private school
NIG-000194,,Quaâan-Pan Unity Private Schools
NIG-000195,,Shalom Academy
NIG-000196,,Govt. Sec. Sch. Gyel
NIG-000197,,Sacred Scholars Academy
NIG-000198,,COCIN Private School Nyango
NIG-000199,,LEA Gidan Dabat
NIG-000200,,GMSS Kurgwi
NIG-000201,,Purity High School
NIG-000202,,Government Model Secondary School Doemak
NIG-000203,,Glory Nursary and Prim. Sch
NIG-000204,,Kukwal Primary School
NIG-000205,,Ada Acedemy Nursary and Prim School
NIG-000206,,Anzugh Nur.and Primary School Mbsatsaase
NIG-000207,,GOOD BEGENING INTâL ACADEMY DORO
NIG-000208,,Al-Imam Primary  School
NIG-000209,,LEA Katai
NIG-000210,,Asalam Primary & Sec. Sch. Kurgwi
NIG-000211,,JNI Primary school
NIG-000212,,Marmara islamiya primary school
NIG-000213,,Umaru Sanda Primary School Bida
NIG-000214,,Kangi Makun UBE
NIG-000215,,Bongah Government Junior Secondary school
NIG-000216,,Avyi primary school
NIG-000217,,Assemblies of God Secondary School
NIG-000218,,Gindin doruwa primary school
NIG-000219,,Peace Comprehensive College
NIG-000220,,SPS Kwande
NIG-000221,,LEA Kurgwi
NIG-000222,,LEA Pantong
NIG-000223,,GOVERNMENT SECONDARY SCHOOL GIREMAWA
NIG-000224,,Kangi Makun Nomadic
NIG-000225,,YANRABO PRIMARY SCHOOL
NIG-000226,,Gss garah
NIG-000227,,Gss mushere
NIG-000228,,Lea pri sch largal
NIG-000229,,Gss kopmur
NIG-000230,,Lea pri sch jirong
NIG-000231,,Lea kuteng
NIG-000232,,BANGARAJE PRIMARY SCHOOL
NIG-000233,,DORO PRIMARY SCHOOL
NIG-000234,,DAKWALE PRIMARY SCHOOL
NIG-000235,,BUTUWA PRIMARY SCHOOL
NIG-000236,,DADIN-KOWA PRIMARY SCHOOL
NIG-000237,,Gss sha
NIG-000238,,State Primary School Agwawire Omagwa
NIG-000239,,GOVERNMENT SECONDARY SCHOOL SHIBDAWA
NIG-000240,,ZAKATA PRIMARY SCHOOL
NIG-000241,,AGALAWA PRIMARY SCHOOL
NIG-000242,,Nursery/Praimary school
NIG-000243,,YANBABA ISLAMIYYA
NIG-000244,,SHIBDAWA MODEL PRIMARY SCHOOL
NIG-000245,,ADARKAWA PRIMARY SCHOOL
NIG-000246,,SHAâISKAWA PRIMARY SCHOOL
NIG-000247,,KAJI DADI PRIMARY SCHOOL
NIG-000248,,Kinkiso primary school
NIG-000249,,TAMA MODEL PRIMARY SCHOOL
NIG-000250,,Bye pyi primary school
NIG-000251,,RUGAR JABE PRIMARY SCHOOL
NIG-000252,,Gidan adamu primary school
NIG-000253,,BAâAWA PRIMARY SCHOOL
NIG-000254,,Bantaje AB primary school
NIG-000255,,RUGAR KARI
NIG-000256,,Bye gya primary school
NIG-000257,,DAGEJI PRIMARY SCHOOL
NIG-000258,,GOVERNMEMT SECONDARY SCHOOL TAMA
NIG-000259,,GWANZA PRIMARY SCHOOL
NIG-000260,,GAIWA KURMI PRIMARY SCHOOL
NIG-000261,,GIRLS PRIMARY SCHOOL BINDAWA
NIG-000262,,GOVERNMENT SCIENCE SECONDARY SCHOOL BINDAWA
NIG-000263,,TAHFIZUL QURâAN COMMUNITY PRIMARY SCHOOL BINDAWA
NIG-000264,,BINDAWA MODEL PRIMARY SCHOOL
NIG-000265,,Shilim hai international sch hurti
NIG-000266,,Lea shallal
NIG-000267,,BARGAI PRIMARY SCHOOL
NIG-000268,,Lea hurti
NIG-000269,,Lea taddai
NIG-000270,,Zenith international coll taddai
NIG-000271,,Global science coll mangor
NIG-000272,,Lea gyong
NIG-000273,,BARDAWAYYA PRIMARY SCHOOL
NIG-000274,,DANBANJIDA PRIMARY SCHOOL
NIG-000275,,BINDAWA NURSERY AND PRIMARY SCHOOL
NIG-000276,,Model primary school shell camp
NIG-000277,,Central Prim Sch Serti
NIG-000278,,Good Success Nursery Prim Sch
NIG-000279,,Saint Gabriel Nursery Primary School
NIG-000280,,Mbakuha sceince and technical collage lessel
NIG-000281,,NKST Primary School Nyior
NIG-000282,,RCM Primary school wajir
NIG-000283,,Primary School
NIG-000284,,Government  Day Secondary School
NIG-000285,,Mallum primary School
NIG-000286,,GDSSS
NIG-000287,,Tasha Nyamu
NIG-000288,,Barkin Dutse Primary School
NIG-000289,,GDJSS Kuffai
NIG-000290,,Sunkani GDJSS
NIG-000291,,Christ The King International School
NIG-000292,,Destiny Happy Nursery & Primary School
NIG-000293,,Elyon Modern International School
NIG-000294,,Group Primary School 3
NIG-000295,,Happy Group of School
NIG-000296,,Harmony International Nursery and Primary School
NIG-000297,,LGEA primary school Mazonko
NIG-000298,,"KAIAMA GRAMMER SCHOOL, KAIAMA"
NIG-000299,,"Basic Junior Secondary School, Odi"
NIG-000300,,"Government Secondary School, Odi"
NIG-000301,,"St. Stephen Anglican School, Odi"
NIG-000302,,"King Bolou Primary School, Odi"
NIG-000303,,"Igbeita Primary School,Odi"
NIG-000304,,CPS Bakiri Zion
NIG-000305,,CPS Solomon Zion
NIG-000306,,CPS Obrigbene
NIG-000307,,CPS Amalka Zion
NIG-000308,,LGEA primary School Chagba
NIG-000309,,MFCS Bolougbene
NIG-000310,,CPS Gbugbi-ama Aleibiri
NIG-000311,,Cps Beimo Ojobo
NIG-000312,,Cps Tarila Zion Toru Ndoro
NIG-000313,,CPS Glory Zion Toru Ndoru
NIG-000314,,Nomadic school gajir
NIG-000315,,CPS Bethel City
NIG-000316,,CPS I Amazuogbo
NIG-000317,,Spring of Life Schools
NIG-000318,,Basic Junior Secondary School Oloibiri
NIG-000319,,Owema Community Comprehensive Secondary School Otakeme
NIG-000320,,State School 2 Otuadega
NIG-000321,,U.P.E 1 ogbia
NIG-000322,,State School 2 Akipelai
NIG-000323,,State School 1 Emeyal 2
NIG-000324,,LGEA PRIM. SCH.
NIG-000325,,LGEA PRIM. SCH.
NIG-000326,,LGEA Primary School
NIG-000327,,LGEA QIC OGUGU
NIG-000328,,LGEA PRIM SCH
NIG-000329,,LGEA PRIM. SCH.
NIG-000330,,LGEA Prim. Sch. Oforo
NIG-000331,,LGEA PRIM. SCH.
NIG-000332,,LGEA PRIM. SCH.
NIG-000333,,LGEA PRIM. SCH.
NIG-000334,,LGEA PRIM. SCH. OKPOGAGA ADEH
NIG-000335,,LGEA PRIM. SCH.
NIG-000336,,LGEA PRIM. SCH
NIG-000337,,LGEA PRIM. SCH
NIG-000338,,LGEA PRIM. SCH.
NIG-000339,,LGEA PRIM. SCH. AJAKABU ADEH
NIG-000340,,LGEA PRIM. SCH.
NIG-000341,,LGEA PRIM. SCH.
NIG-000342,,Ifako Primary School
NIG-000343,,Lgea pry sch india
NIG-000344,,Ojota senior secondary school
NIG-000345,,Mende Senior High School
NIG-000346,,Oworonsoki Primary School
NIG-000347,,Arnes primary school.  J/Angale
NIG-000348,,Yola Primary School
NIG-000349,,Dinkin Rimi Primary School
NIG-000350,,St paul lutheran school
NIG-000351,,Basic Junior Secondary School Emakalakala
NIG-000352,,"S.P.C.C College, Aghalokpe"
NIG-000353,,ST. JOSEPHâS PRIMARY SCHOOL
NIG-000354,,"Ogoni Primary School 1 & 2, Oghalokpe"
NIG-000355,,B.M.G.S.
NIG-000356,,Pilot science pry sch
NIG-000357,,C.S.S WIIYAAKARA
NIG-000358,,C.P.S. 1 KPEAN
NIG-000359,,Gwange III primary school
NIG-000360,,Naf primaty school
NIG-000361,,1000housing estate junior secondary school
NIG-000362,,C.P.S KOR
NIG-000363,,All Saints Secondary School
NIG-000364,,APOSTOLIC GRAMMAR SCHOOL
NIG-000365,,St. Francis Nursery & Primary School
NIG-000366,,POPE JOHN PAUL II
NIG-000367,,ANGLICAN NURSERY & PRIMARY SCHOOL
NIG-000368,,METHODIST COMP. HIGH SCHOOL (MCHS)
NIG-000369,,C.P.S II BUAN
NIG-000370,,GDSS Bare
NIG-000371,,Kikan primary school
NIG-000372,,HIGROBIC PRIMARY SCHOOL
NIG-000373,,Pare JGDSS
NIG-000374,,Pare Girls primary school
NIG-000375,,Numan Nursery School
NIG-000376,,C.S.S UEGWEREBONUE
NIG-000377,,Ngbalang primary school
NIG-000378,,GJSS Ngballang
NIG-000379,,GDSS zangun
NIG-000380,,Villanova Govt College
NIG-000381,,GJSS Central Numan
NIG-000382,,New-Waves International School
NIG-000383,,ZAGA CUMMINITY NURSERY SCHOOL
NIG-000384,,BAGUDO KUDU PRIMARY SCHOOL
NIG-000385,,Goodseed school
NIG-000386,,IDOINAJE PRIMARY SCHOOL
NIG-000387,,NOA private school
NIG-000388,,Community Primary School
NIG-000389,,RCM school Akerigba
NIG-000390,,NKST school Vagba
NIG-000391,,St Patrick's Primary School Ogberuru
NIG-000392,,St. Patrick's Secondary School Ushongo
NIG-000393,,Ogudu Junior Grammer School
NIG-000394,,St. James Pilot Nursery and Primary School
NIG-000395,,St. Paul`s Nursery and Primary School
NIG-000396,,Creative mind Nur/Primary school
NIG-000397,,LGEA primary School Mbagba
NIG-000398,,Ndukwe Primary School 2
NIG-000399,,St. Andrewâs Primary School
NIG-000400,,Amasiri Central School 1
NIG-000401,,C. A. C. Nursery and Primary School
NIG-000402,,N.K.S.T Primary School Faga
NIG-000403,,Assemblies of Redeemed Nursery and Primary School
NIG-000404,,Ercc pillar academy
NIG-000405,,Bazza Demonstration primary sch.
NIG-000406,,GDSS Watu
NIG-000407,,St. Agnes Nursery & Primary School
NIG-000408,,Ifako junior comprehensive High School
NIG-000409,,Gulf fllower private school
NIG-000410,,GDSS BANI
NIG-000411,,Giris primary school
NIG-000412,,Lolo model primary school
NIG-000413,,Jss kwasara
NIG-000414,,GDSS ZAGGA
NIG-000415,,Ojota Primary School
NIG-000416,,G.D.S.S Girls Bagudo
NIG-000417,,Araromi Nursery &Primary School
NIG-000418,,Mosafejo Primary School
NIG-000419,,Local Government Primary School
NIG-000420,,Elekuro High School
NIG-000421,,"Holy Child International College of Excellence, Afor-Okweye, Eha- Alumona"
NIG-000422,,Darul atiq
NIG-000423,,Oke Ogun LGEA Primary School
NIG-000424,,Kingdom Heritage Intâl School
NIG-000425,,"Premier Primary School, Eha Alumona"
NIG-000426,,LGEA Primary school jor nor
NIG-000427,,RCM Primary school Ayev
NIG-000428,,RCM primary School alegh
NIG-000429,,LGEA School shirgba
NIG-000430,,"Owere Umuabor Primary School, Owere Umuabor"
NIG-000431,,"Community Secondary School, Isienu"
NIG-000432,,Community Secondary School.  Ganagagi
NIG-000433,,SSS Bachita
NIG-000434,,St Mich & Julie Secondary College
NIG-000435,,LGEA Sch. Sheku Shaaban
NIG-000436,,LGEA Sch. Kpotunko
NIG-000437,,LGEA Sch. Sodeko
NIG-000438,,LGEA Sch. Ganagagi
NIG-000439,,LGEA Sch. Sheshi dabgana
NIG-000440,,LGEA Sch. Dotakimpa
NIG-000441,,LGEA Sch Patidzuru
NIG-000442,,LGEA Sch. Gbadagun
NIG-000443,,"LGEA Sch
 Lealeabata"
NIG-000444,,LGEA Central sch bachita
NIG-000445,,LGES Sch.  Nindofu Shonga
NIG-000446,,Sakdiya Primary School
NIG-000447,,Gaidam
NIG-000448,,Fikayel Junior Day Secondary School
NIG-000449,,Garingado Primary School
NIG-000450,,Development primary school 2
NIG-000451,,Emmanuel Primary School
NIG-000452,,Central primary school
NIG-000453,,LEA Pry. Sch. Rafin Zurfi
NIG-000454,,Atolu Community Primary School lll
NIG-000455,,Atolu Community model School lV
NIG-000456,,Wemon leaques nursery primary and secondary school
NIG-000457,,Community Primary School ll
NIG-000458,,Government girls secondary school
NIG-000459,,Government women day secondary school
NIG-000460,,Jss kiyako
NIG-000461,,Ifako Comprehensive Senior High School
NIG-000462,,GSSS Monguno
NIG-000463,,JGAS UBE madakanci
NIG-000464,,Debele primary school
NIG-000465,,Mandala primary school
NIG-000466,,Dasaa primary school
NIG-000467,,Sherwood Private School
NIG-000468,,Central pri/jss school
NIG-000469,,Govt college secondry school B/kudu.
NIG-000470,,Wulo primary school
NIG-000471,,Kororom primary school
NIG-000472,,St. Patrick School
NIG-000473,,Kantoga primary school
NIG-000474,,Mittiri primary school
NIG-000475,,Mongulo Nguzoa Primary School
NIG-000476,,K/Gana gabas primary school
NIG-000477,,Zumakugun pri/jss school
NIG-000478,,Surku primary school
NIG-000479,,Anglican Primary School
NIG-000480,,State School 11 Umudioga
NIG-000481,,Badangu primary school
NIG-000482,,Damaqashi primary school
NIG-000483,,Kanyangwarji primary school
NIG-000484,,Jss Babaldu
NIG-000485,,Chagu primary school
NIG-000486,,Ansarudeen B LGEA school Ijagbo
NIG-000487,,Govt. Day Sec. Sch. Potiskum
NIG-000488,,Community LGEA school Adinimodo
NIG-000489,,St. Joseph Primary School
NIG-000490,,Kachalla Bauya Primary Sch.
NIG-000491,,LEA Pri. Sch. Wuse 2
NIG-000492,,Community Secondary School
NIG-000493,,LEA Pri. Pri. Apo Settlement
NIG-000494,,U.A.M.C. Pry School II
NIG-000495,,Junior Sec. Sch. Dukpa
NIG-000496,,Emmanuel Commercial Junior School
NIG-000497,,I.M.G Primary School. 2
NIG-000498,,Chirchirawa primary school
NIG-000499,,Baura Memorial Pri.School
NIG-000500,,Magararam primary school
NIG-000501,,Sherufuri primary school
NIG-000502,,Cambridge Primary School
NIG-000503,,"Ikengbuwa Primary School, A & B"
NIG-000504,,"Ogiame Primary School, âA & Bâ"
NIG-000505,,Dore Numa College
NIG-000506,,"Mereogun Primary School, âBâ"
NIG-000507,,Caveginia Primary School âA & Bâ
NIG-000508,,Aisha Memorial PS
NIG-000509,,Gobirawa. P.S
NIG-000510,,LGEA. Sch. Chikamgitifin
NIG-000511,,Lasham Zhiri LGEA School
NIG-000512,,Afugiri Central School
NIG-000513,,Fisher Primary School
NIG-000514,,Comm. Secondary school Ahai
NIG-000515,,Community LGEA school Falokun Owode
NIG-000516,,Ojoku Grammar school
NIG-000517,,The Light Of Victory And Success
NIG-000518,,Wesley LGEA school Ojoku
NIG-000519,,GJSS Ado Kugbo
NIG-000520,,Community LGEA school Ajoko Budo Arin
NIG-000521,,Model Secondary School Achara Nsukka
NIG-000522,,Government senior technical college Erinile
NIG-000523,,Modern Nursery & Primary School Abakpa Nike
NIG-000524,,Our Ladyâs Nursery / Primary School Abakpa
NIG-000525,,The Shepherds Nursery/Primary School Abakpa Nike
NIG-000526,,Good News Nursery & Primary School Abakpa
NIG-000527,,"Holy Cross Parish Nursery /Primary School Iji Nike, formerly Transfiguration Nursery/Primary School Iji Nike"
NIG-000528,,Laurel International College Umuchigbo Iji Nike
NIG-000529,,"Bethsaida Creche, Nursery & Primary School Trans Ekulu"
NIG-000530,,Our Lordâs Nursery/Primary School Ugbene Abakpa
NIG-000531,,GJSS Katanyi
NIG-000532,,Magami primary school
NIG-000533,,St Cyprainâs Secondary School Housing Estate Abakpa
NIG-000534,,LGEA Primary Sch. Makurdi
NIG-000535,,Vicks Nursery/Primary School Ugbene Abakpa
NIG-000536,,Amen Daycare Nursery/Primary School Ugbene Abakpa
NIG-000537,,LGEA Primary Sch. Kuchindna/Vingope
NIG-000538,,St. Theresa School
NIG-000539,,Nichohilson Secondary School
NIG-000540,,LGEA Aso B
NIG-000541,,Gov't secondary sch shiroro
NIG-000542,,LGEA Primary School Ibaji
NIG-000543,,Eric Moore junior High
NIG-000544,,GJSS Nyanya Gbagyi
NIG-000545,,LGEA Primary School Efeyi Ipole
NIG-000546,,Lott Carey Baptist Secondary School
NIG-000547,,LGEA (Methodist) Primary School Unwaba Oju
NIG-000548,,LGEA Primary School Ondo-Ipepe
NIG-000549,,LGEA Primary School Ogowu
NIG-000550,,LGEA Kuchikau
NIG-000551,,Ejiga Memorial College Okpaflo
NIG-000552,,Obele. Odan N/Primary
NIG-000553,,Girls college
NIG-000554,,Sarkinnoma nurseryand primary school
NIG-000555,,Holy trinity 1 nursery and primary school
NIG-000556,,Government School
NIG-000557,,Central School Ede Oballa
NIG-000558,,LGEA Primary Sch. Masaka
NIG-000559,,"Gov.Day Sec.School Masaka

"
NIG-000560,,Markaz arabic and islamic studies
NIG-000561,,St Luke 3 Lgea school
NIG-000562,,St Mary 2 nursery and primary school
NIG-000563,,Unity 1 Lgea school
NIG-000564,,LGEA Sch. Bussa
NIG-000565,,"Model Primary School 4, Nsukka"
NIG-000566,,"Model Primary School 1, Nsukka"
NIG-000567,,Etsu Abdullahi JSS sch. Bachita
NIG-000568,,Cambridge Intâl School
NIG-000569,,C and S LGEA sch. Bachita
NIG-000570,,"Sancta Mariae Nursery & Primary School,  Nsukka"
NIG-000571,,Apostolic LGEA Sch. Bachita
NIG-000572,,Islamiv College Bachita
NIG-000573,,LGEA Sch.  Chikangiworo
NIG-000574,,Township School 2
NIG-000575,,Lagos Anglican Girls Grammer
NIG-000576,,Adelagun Memorial Primary School 1
NIG-000577,,Margaret Schools
NIG-000578,,Adeniji Primary
NIG-000579,,"Orhue Primary School 2, Orerokpe"
NIG-000580,,Osupa School II
NIG-000581,,"Community Nursery &Primary School, Bolorunduro- Aisegba Ekiti."
NIG-000582,,Osupa School I
NIG-000583,,Osun Anglican Diocese Nursery& Primary School
NIG-000584,,"Seat of Wisdom Catholic Nursery&Primary School,Ijan-Ekiti."
NIG-000585,,Omolola Nursery & Primary School
NIG-000586,,St Barnabas P /S Ajilosun
NIG-000587,,St. Patricks Model Sec. Schools
NIG-000588,,Grace International Nursery & Primary School
NIG-000589,,St. Patricks Model School
NIG-000590,,Jonathan Memo Ang Nur&Pry School Ajilosun
NIG-000591,,"Adeje Secondary School, Adeje"
NIG-000592,,Kogon Kura P.S
NIG-000593,,K/bawa P.S
NIG-000594,,Lgea primary school zhewun kokoro
NIG-000595,,"Orhue primary School 1, Orerokpe"
NIG-000596,,Uzoigwe primary school
NIG-000597,,Rafawa P.S
NIG-000598,,A U D pilot nur&pry sch ado
NIG-000599,,Adonia Int Nur&Pry School
NIG-000600,,GSS Kutama
NIG-000601,,"Divine Touch Royal Nursery / Primary School, Orerokpe"
NIG-000602,,Ojido
NIG-000603,,Government Domestic Science Centre
NIG-000604,,Zangon Dakwara P.S
NIG-000605,,Odemo
NIG-000606,,Lumen christi primary school
NIG-000607,,"Adeje Primary School 2, Adeje"
NIG-000608,,Dakwara IPS
NIG-000609,,GJSS Dakwara
NIG-000610,,Mary mount cath Nursery & pry school
NIG-000611,,"Adeje Primary School 1, Adeje"
NIG-000612,,"Igosun High school
Jss igosun"
NIG-000613,,Tabuka Global Acadamy
NIG-000614,,Ebenezer School II
NIG-000615,,K/fada IPS
NIG-000616,,Gwarzo Handcap S.PS
NIG-000617,,Okelerin Primary School
NIG-000618,,K/Bako IPS
NIG-000619,,Christ The King Cathedral Community Primary School
NIG-000620,,"Oha Secondary School, Oha"
NIG-000621,,Federal Housing Nur&pry school
NIG-000622,,Community LGEA school Magaji Idera
NIG-000623,,Tinuola Maximum Schools
NIG-000624,,Tinuola International college
NIG-000625,,Dadarau P.S
NIG-000626,,Anglican Model College
NIG-000627,,Solid foundation Primary school
NIG-000628,,Rev Harrison Nwegbo memorial Nurs and Pri school
NIG-000629,,Maryland Secondary school
NIG-000630,,GDJSS Kasuwa Ladi 
NIG-000631,,Waila IPS
NIG-000632,,Maâahad IPS
NIG-000633,,Tender Love Nursery&Primary School
NIG-000634,,Teke Primary School
NIG-000635,,CJSS Okposhi Ehuku Ngbo
